DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,2012-2013PERFORMANCE GRADE,2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
20K185,20,P.S. 185 Walter Kassenbrock,Kenneth Llinas,EMS,Elementary,C,39.2,15.74,18.8,D,10.3,C,8.6,B,.,.,1.4,A,C,C
20K186,20,P.S. 186 Dr. Irving A Gladstone,Bayan (Ebeid) Cadotte,EMS,Elementary,B,54.1,58.36,33.5,B,14.1,B,3.5,C,.,.,3,A,B,B
20K187,20,The Christa McAuliffe School\I.S. 187,Justin Berman,EMS,Middle,A,93.8,99.44,53.5,A,24.3,A,13.3,A,.,.,2.7,A,A,A
20K192,20,P.S. 192 - The Magnet School for Math and Scienc,Liset Isaac,EMS,K-8,A,74.6,92.68,46.6,A,13,B,9.1,B,.,.,5.9,A,A,A
20K200,20,P.S. 200 Benson School,Javier Muniz,EMS,Elementary,B,52.7,54.1,35.2,B,13.6,B,2.2,D,.,.,1.7,C,A,B
20K201,20,J.H.S. 201 The Dyker Heights,Ms. Madeleine Brennan,EMS,Middle,A,71.6,83.71,37.5,B,20.1,A,9.4,B,.,.,4.6,A,A,A
20K204,20,P.S. 204 Vince Lombardi,Nancy Tomasuolo,EMS,Elementary,B,54.2,58.85,29.5,B,14.1,B,9.4,A,.,.,1.2,B,B,A
20K205,20,P.S. 205 Clarion,Beth Grater,EMS,Elementary,C,47.8,36.56,31,B,12,B,2.6,C,.,.,2.2,A,A,B
20K220,20,J.H.S. 220 John J. Pershing,Loretta Witek,EMS,Middle,A,69.8,79.21,41.2,A,14.8,B,9.4,B,.,.,4.4,B,C,B
20K223,20,J.H.S. 223 The Montauk,Andrew Frank,EMS,Middle,A,73.9,86.24,46.3,A,12.4,B,10.1,B,.,.,5.1,A,A,B
20K227,20,J.H.S. 227 Edward B. Shallow,Brenda D. Champion,EMS,Middle,A,74,86.8,47,A,13.8,B,7.9,C,.,.,5.3,B,A,B
20K229,20,P.S. 229 Dyker,Robert Zappulla,EMS,K-8,A,73.3,89.63,40.7,A,18.7,A,9,B,.,.,4.9,B,B,B
20K247,20,P.S. 247 Brooklyn,Christopher E. Ogno,EMS,Elementary,A,66.8,85.9,31.9,B,22.3,A,9.4,A,.,.,3.2,A,A,A
20K259,20,J.H.S. 259 William Mckinley,Janice Geary,EMS,Middle,A,83.3,94.94,46.1,A,20.4,A,12.4,A,.,.,4.4,A,A,A
20K310,20,P.S. 310,Yuqing Hong,EC,K-3,B,48.9,.,19.1,B,12.1,C,12.7,A,.,.,5,,,
20K445,20,New Utrecht High School,Maureen Goldfarb,HS,High School,A,71.5,72.63,33.9,B,13.4,B,9,C,7.4,A,7.79,B,B,B
20K485,20,High School of Telecommunication Arts and Technology,Philip Weinberg,HS,High School,A,77,83.2,35.9,B,14.3,B,11.9,A,8.1,A,6.75,A,A,A
20K490,20,Fort Hamilton High School,Kaye Houlihan,HS,High School,B,60.4,41.46,30.4,B,10.5,C,9.8,C,5.6,B,4.07,B,B,B
20K503,20,PS 503: The School of Discovery,Bernadette Fitzgerald,EMS,Elementary,B,49.1,41.48,25,C,10.4,C,9.6,A,.,.,4.1,B,B,B
20K505,20,Franklin Delano Roosevelt High School,Steven Demarco,HS,High School,B,64.5,55.01,28.2,B,10.8,C,10.6,B,6.3,B,8.59,B,B,B
20K506,20,P.S. 506: The School of Journalism & Technology,Lisa Sarnicola,EMS,Elementary,A,63.7,80.66,36.8,A,12.8,B,10.3,A,.,.,3.8,B,B,B
20K609,20,Urban Assembly School for Criminal Justice,Mariela Graham,EMS,Middle,A,71.5,83.15,39.7,A,16.9,A,9.7,B,.,.,5.2,B,A,B
20K609,20,Urban Assembly School for Criminal Justice,Mariela Graham,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
20K658,20,Franklin Delano Roosevelt YABC,Vincent Asaro,YABC,YABC,D,43,.,15.8,C,6.3,C,8.1,C,4.8,B,8.01,B,B,A
20K682,20,THE ACADEMY OF TALENTED SCHOLARS,Josephin Sportellagiusto,EMS,Elementary,A,66.9,86.23,39.4,A,16.1,A,10.3,A,.,.,1.1,D,.,.
20K686,20,BROOKLYN SCHOOL OF INQUIRY,Donna Taylor,EMS,Elementary,B,50.6,47.21,17.7,D,21.5,A,9.1,A,.,.,2.3,A,.,.
20K748,20,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,Ursula Annio,EC,K-3,A,62.4,.,27,A,25,A,9.4,B,.,.,1,,,
21K090,21,P.S. 90 Edna Cohen School,Greta Hawkins,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,B,A,B
21K095,21,P.S. 095 The Gravesend,Janet Ndzibah,EMS,K-8,A,74.5,92.07,45.8,A,14.5,B,9.7,B,.,.,4.5,B,C,C
21K096,21,I.S. 096 Seth Low,Denise Sandra Levinsky,EMS,Middle,A,68.3,75.96,38.2,B,16.2,B,9.5,B,.,.,4.4,C,B,B
21K097,21,P.S. 97 The Highlawn,Kristine Mustillo,EMS,Elementary,A,77.4,95.9,47,A,18.2,A,9.1,A,.,.,3.1,B,A,A
21K098,21,I.S. 98 Bay Academy,Maria Timo,EMS,Middle,A,73.2,84.55,37.5,B,20.9,A,11.3,B,.,.,3.5,A,A,A
21K099,21,P.S. 099 Isaac Asimov,Gregory Pirraglia,EMS,K-8,D,34.6,3.66,10.1,F,11.5,C,9.6,B,.,.,3.4,A,A,A
21K100,21,P.S. 100 The Coney Island School,Katherine A. Moloney,EMS,Elementary,C,45.8,32.13,25.6,C,14.3,B,4.1,C,.,.,1.8,C,C,B
21K101,21,P.S. 101 The Verrazano,Gregg Korrol,EMS,Elementary,A,69.7,89.84,38.4,A,18.2,A,10.5,A,.,.,2.5,A,B,B
21K121,21,P.S. 121 Nelson A. Rockefeller,Anthony Mungioli,EMS,K-8,C,41.6,9.76,14,D,13.9,B,10.5,A,.,.,3.2,A,A,A
21K128,21,P.S. 128 Bensonhurst,Marcia Robins,EMS,Elementary,C,38,12.13,18.6,D,4.9,F,11.5,A,.,.,3,B,B,B
21K153,21,P.S. 153 Homecrest,Carl Santamaria,EMS,Elementary,B,56.4,64.59,35.7,B,11.3,B,4.9,C,.,.,4.5,C,C,B
21K177,21,P.S. 177 The Marlboro,Shoshana Singer,EMS,Elementary,B,51.9,51.31,30,B,11.5,B,6.6,B,.,.,3.8,B,B,A
21K188,21,P.S. 188 Michael E. Berdy,Frederick M. Tudda,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,C,A,C
21K199,21,P.S. 199 Frederick Wachtel,Rosalia Bacarella,EMS,Elementary,A,61.9,78.36,37.5,A,17.1,A,5,C,.,.,2.3,B,B,B
21K209,21,P.S. 209 Margaret Mead,Frances Locurcio,EMS,K-8,A,63.3,75.61,36.1,A,13.5,B,8.9,B,.,.,4.8,B,B,C
21K212,21,P.S. 212 Lady Deborah Moody,Josephine Marsella,EMS,Elementary,C,44.8,29.34,24.9,C,8.7,C,8.8,B,.,.,2.3,B,B,B
21K215,21,P.S. 215 Morris H. Weiss,Antonella Bove,EMS,Elementary,B,55.6,62.79,31.4,B,14.8,B,7.6,B,.,.,1.7,B,A,C
21K216,21,P.S. 216 Arturo Toscanini,Celia Kaplinsky,EMS,Elementary,A,64.9,82.3,39.8,A,14,B,7.7,B,.,.,3.4,C,C,B
21K225,21,P.S. K225 - The Eileen E. Zaglin,Joseph Montebello,EMS,K-8,B,59.6,64.02,31,B,14.4,B,9.1,B,.,.,5.1,B,B,A
21K226,21,P.S. 226 Alfred De B.Mason,Sherry Tannenbaum,EMS,K-8,B,59.2,59.76,28.1,C,15.5,B,11,A,.,.,4.5,A,B,A
21K228,21,I.S. 228 David A. Boody,Dominick D'angelo,EMS,Middle,B,65.4,69.44,34,B,13.6,B,12.9,A,.,.,4.9,A,C,C
21K238,21,P.S. 238 Anne Sullivan,Harla Joy Musoff-Weiss,EMS,K-8,A,69.6,84.76,39.4,A,13.4,B,10.3,A,.,.,6.4,C,B,B
21K239,21,Mark Twain I.S. 239 for the Gifted & Talented,"Ditolla, Karen",EMS,Middle,B,66.1,71.35,33.3,B,20.5,A,9.6,B,.,.,2.7,B,A,A
21K253,21,P.S. 253,Lisa Speroni,EMS,Elementary,A,61.1,76.39,28.8,B,15.2,B,12.8,A,.,.,4.3,A,A,A
21K281,21,I.S. 281 Joseph B Cavallaro,Maria Bender,EMS,Middle,B,64.6,68.26,36,B,16.9,A,7.5,C,.,.,4.2,A,A,B
21K288,21,P.S. 288 The Shirley Tanyhill,Joelene-Lynette Kinard,EMS,K-8,,.,.,.,,.,,.,,.,.,.,A,B,A
21K303,21,I.S. 303 Herbert S. Eisenberg,Carmen Amador,EMS,Middle,B,60.8,57.02,29.3,B,19.6,A,7.3,C,.,.,4.6,A,A,B
21K329,21,P.S. 329 Surfside,Salema Marbury,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,B,B,C
21K337,21,International High School at Lafayette,Jon Harriman,HS,High School,B,60.1,39.57,30.1,B,7.1,D,9.9,B,5,C,7.97,B,B,C
21K344,21,Rachel Carson High School for Coastal Studies,Edward Wilensky,HS,High School,B,61.5,46.61,30,B,13.9,B,7.8,C,5.5,B,4.27,B,B,B
21K348,21,High School of Sports Management,Robin Pitts,HS,High School,B,62,47.43,25.2,C,13.8,B,9.3,C,5.7,B,7.96,C,B,B
21K410,21,Abraham Lincoln High School,Ari Hoogenboom,HS,High School,B,59.8,38.75,27.2,C,10.9,C,11.5,B,5.9,B,4.3,C,C,C
21K411,21,Abraham Lincoln Yabc,Neal Reich,YABC,YABC,A,76.3,.,33.7,A,12.8,A,13.8,A,8.6,A,7.38,B,B,B
21K468,21,Kingsborough Early College School,Connie Hamilton,EMS,Middle,A,79.9,92.42,48.6,A,17.8,A,10,B,.,.,3.5,B,B,B
21K468,21,Kingsborough Early College School,Connie Hamilton,HS,High School,A,73.8,76.15,33.4,B,15.9,A,10.3,B,9.7,A,4.45,,,
21K525,21,Edward R. Murrow High School,Allen Barge,HS,High School,B,62.2,48.51,29.8,B,11.5,B,10.6,B,6.7,B,3.6,B,B,A
21K540,21,John Dewey High School,Kathleen Elvin,HS,High School,B,65.6,57.45,34.2,B,11.1,C,8.6,C,5.8,B,5.85,B,C,C
21K559,21,Life Academy High School for Film and Music,Lisa Ferraiola,HS,High School,A,85.6,94.85,46.6,A,16.3,A,11.2,B,3,D,8.46,B,B,
21K572,21,Expeditionary Learning School for Community Leaders,David Ohara,HS,High School,B,67.8,64.5,38.7,A,8.6,C,12.4,A,3.6,C,4.48,B,D,
21K620,21,William E. Grady Career and Technical Education High School,Geraldine Maione,HS,High School,C,47.6,11.92,16.5,D,9.5,C,10.6,B,4.7,C,6.26,B,B,D
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,EMS,Middle,C,51,35.11,24.6,C,17,A,4.3,F,.,.,5.1,A,B,A
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,HS,High School,C,51,16.53,27.4,C,10.3,C,3.6,F,5,C,4.62,B,C,A
21K728,21,Liberation Diploma Plus,April Leong,HST,High School Transfer,B,66.6,.,31.1,B,10.6,B,11.5,B,5,B,8.35,B,A,A
22K014,22,J.H.S. 014 Shell Bank,Anne Tully,EMS,Middle,B,61.2,57.87,34.6,B,15,B,8.1,C,.,.,3.4,B,A,C
22K052,22,P.S. 052 Sheepshead Bay,Doreen Duff,EMS,Elementary,B,54.1,58.36,37.6,A,12.3,B,1.4,D,.,.,2.8,C,C,B
22K078,22,J.H.S. 078 Roy H. Mann,Anthony Cusumano,EMS,Middle,C,43.6,17.98,22.1,C,11,C,7.8,C,.,.,2.7,C,C,C
22K109,22,P.S. 109,Dwight Chase,EMS,K-8,B,62.6,71.34,34.2,B,13.2,B,10.6,A,.,.,4.6,B,C,B
22K119,22,P.S. 119 Amersfort,Lisa Fernandez,EMS,Elementary,B,58.2,69.34,33.3,B,9,C,13.1,A,.,.,2.8,B,B,B
22K134,22,P.S. K134,Debra Ramsaran,EMS,Elementary,A,72.5,92.62,38.7,A,19.4,A,10.9,A,.,.,3.5,A,A,A
22K139,22,P.S. 139 Alexine A. Fenty,Mary Mcdonald,EMS,Elementary,C,45.5,31.15,27.4,C,12.9,B,3.4,C,.,.,1.8,D,B,C
22K152,22,School of Science & Technology,Carol Sheldrick,EMS,Elementary,B,52.1,52.62,32.5,B,11.1,B,6.5,B,.,.,2,B,B,C
22K193,22,P.S. 193 Gil Hodges,Frank A. Cimino,EMS,Elementary,A,60.6,75.9,36.9,A,14.8,B,7,B,.,.,1.9,C,C,B
22K194,22,P.S. 194 Raoul Wallenberg,Mary Zissler-Lynch,EMS,Elementary,B,60,74.26,31.9,B,16.7,A,8.1,B,.,.,3.3,B,C,C
22K195,22,P.S. 195 Manhattan Beach,Bernadette Toomey,EMS,Elementary,B,58.2,69.34,34.8,B,15.7,A,4.8,C,.,.,2.9,A,B,A
22K197,22,P.S. 197 Brooklyn,Rosemarie Barbiere Nicoletti,EMS,Elementary,A,69.5,89.67,41.6,A,14.4,B,10.4,A,.,.,3,B,B,A
22K198,22,P.S. 198 Brooklyn,Shantel Browne,EMS,Elementary,B,50.1,44.59,31.2,B,10.1,C,6.8,B,.,.,1.9,C,B,C
22K203,22,P.S. 203 Floyd Bennett,Lisa Esposito,EMS,Elementary,B,48.8,39.67,26.7,C,10.5,C,8.7,B,.,.,2.9,B,B,C
22K206,22,P.S. 206 Joseph F Lamb,Deirdre Keyes,EMS,K-8,B,59.6,64.02,31.5,B,17.5,A,6.6,C,.,.,4,B,C,A
22K207,22,P.S. 207 Elizabeth G. Leary,Mary Bosco,EMS,K-8,C,45.2,20.12,16.3,D,17.2,A,8.3,B,.,.,3.4,B,B,C
22K217,22,P.S. 217 Colonel David Marcus School,Franca Conti,EMS,Elementary,C,46.5,33.61,27.4,C,10,C,6.3,B,.,.,2.7,B,B,B
22K222,22,P.S. 222 Katherine R. Snyder,Theresa Olivieri,EMS,Elementary,B,59.7,73.61,29.1,B,17.7,A,10.5,A,.,.,2.4,A,B,A
22K234,22,J.H.S. 234 Arthur W. Cunningham,Susan Schaeffer,EMS,Middle,B,61,57.58,31.1,B,17.8,A,9.4,B,.,.,2.7,B,B,B
22K236,22,P.S. 236 Mill Basin,Mary Theresa Nelson,EMS,Elementary,C,25.8,1.31,12.7,F,9.7,C,1.8,D,.,.,1.6,B,C,B
22K240,22,Andries Hudde,Elena S. O'sullivan,EMS,Middle,C,51.5,36.24,28.1,C,11.1,C,7.7,C,.,.,4.6,B,C,B
22K245,22,P.S. 245,Pat Kannengieser,EMS,Elementary,B,49.4,42.3,21.7,C,15.6,A,10.7,A,.,.,1.4,A,B,A
22K251,22,P.S. 251 Paerdegat,Steven Boyer,EMS,Elementary,B,56.4,64.43,36,A,10.6,C,7.2,B,.,.,2.6,B,B,C
22K254,22,P.S. 254 Dag Hammarskjold,Linda Alhonote,EMS,Elementary,B,58.5,70,30.1,B,17.6,A,7.9,B,.,.,2.9,B,A,A
22K255,22,P.S. 255 Barbara Reing School,Linda L. Singer,EMS,Elementary,A,71.1,91.8,38,A,18.5,A,10.1,A,.,.,4.5,A,A,A
22K269,22,P.S. 269 Nostrand,Jazmine Santiago,EMS,Elementary,B,50,44.26,33,B,8.9,C,4.7,C,.,.,3.4,C,C,C
22K277,22,P.S. 277 Gerritsen Beach,Jeanne Fish,EMS,Elementary,C,34.9,7.54,12.1,F,11,B,10.3,A,.,.,1.5,B,C,A
22K278,22,J.H.S. 278 Marine Park,Debra Garofalo,EMS,Middle,C,47.3,26.4,24.3,C,9.7,C,9.9,B,.,.,3.4,B,D,D
22K312,22,P.S. 312 Bergen Beach,Diane Denning,EMS,Elementary,C,41.7,21.97,16.7,D,13.5,B,10.7,A,.,.,0.8,A,C,C
22K315,22,P.S. K315,Judith Ranft,EMS,Elementary,B,52,51.97,31.3,B,10.8,B,7.5,B,.,.,2.4,C,B,B
22K361,22,P.S. 361 East Flatbush Early Childhood School,Dianne S. Martin,EC,K-2,C,24.2,.,9.5,C,7.3,C,5.3,C,.,.,2.1,D,C,C
22K381,22,I. S. 381,Mary Harrington,EMS,Middle,C,39.3,10.96,17.2,C,10.4,C,8.3,C,.,.,3.3,C,C,C
22K405,22,Midwood High School,David Cohen,HS,High School,B,61.5,46.61,30.6,B,11.4,C,10.2,B,6.5,B,2.76,B,C,B
22K425,22,James Madison High School,Joseph A. Gogliormella,HS,High School,C,57.9,31.17,25.2,C,10.6,C,12.3,A,5.6,B,4.22,B,B,B
22K535,22,Leon M. Goldstein High School for the Sciences,Scott Hughes,HS,High School,A,76.2,81.3,40.7,A,15.4,A,10.6,B,8.4,A,1.04,A,A,B
22K555,22,Brooklyn College Academy,Nicholas Mazzarella,EMS,Middle,A,70.8,81.18,38.1,B,18.4,A,13.7,A,.,.,0.6,C,A,B
22K555,22,Brooklyn College Academy,Nicholas Mazzarella,HS,High School,A,74.8,78.05,36.8,A,14.6,B,13.2,A,8.4,A,1.84,A,A,A
23K041,23,P.S. 041 Francis White,Theresa Siegel,EMS,K-8,C,52.5,37.2,33.3,B,8.9,C,6.2,C,.,.,4.1,B,A,C
23K137,23,P.S./I.S. 137 Rachel Jean Mitchell,Zina Cooper,EMS,K-8,A,73.7,90.85,43.7,A,16.6,A,7.5,C,.,.,5.9,A,C,D
23K150,23,P.S. 150 Christopher,Pamela Bradley Muchere,EMS,Elementary,C,48.1,37.38,34,B,8.4,C,2.5,D,.,.,3.1,C,C,C
23K155,23,P.S./ I.S. 155 Nicholas Herkimer,Nelly Cortes,EMS,K-8,C,47.7,27.44,22.9,C,12.6,B,8.1,B,.,.,4.1,B,A,B
23K156,23,P.S. 156 Waverly,Beverly Logan,EMS,Elementary,B,53.3,56.39,32.2,B,11.1,B,8.1,B,.,.,1.9,C,C,C
23K165,23,P.S. 165 Ida Posner,Fran Ellers,EMS,K-8,C,43.7,14.63,26.3,C,7.7,D,5.7,C,.,.,4,C,C,C
23K178,23,P.S. 178 Saint Clair Mckelway,Joseph Frantz Henry,EMS,K-8,C,50.8,35.37,30.8,B,11.2,C,5.5,C,.,.,3.3,C,C,B
23K184,23,P.S. 184 Newport,Lamson Lam,EMS,K-8,C,42.9,12.8,27.7,C,8.1,C,3.5,D,.,.,3.6,C,B,C
23K284,23,P.S. 284 Lew Wallace,Keva Pitts,EMS,K-8,B,56.9,53.66,34.5,B,8.4,C,9.6,B,.,.,4.4,D,B,C
23K298,23,P.S. 298 Dr. Betty Shabazz,Jonathan Dill,EMS,K-8,C,45.2,20.12,33.6,B,3.4,F,4.2,C,.,.,4,D,F,C
23K323,23,P.S./I.S. 323,Linda Harris,EMS,K-8,C,48.1,29.27,27.5,C,6.2,D,10.3,A,.,.,4.1,B,A,B
23K327,23,P.S. 327 Dr. Rose B. English,Stephen Appea,EMS,K-8,C,44,16.46,23.9,C,10.2,C,6.5,C,.,.,3.4,C,C,C
23K332,23,P.S. 332 Charles H. Houston,Mickisha Goss,EMS,K-8,,.,.,.,,.,,.,,.,.,.,,.,F
23K363,23,Brownsville Collaborative Middle School,Stacey Walsh,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
23K392,23,I.S. 392,Shirley Wheeler Massey,EMS,Middle,B,54.6,43.54,25.5,C,16.6,A,11,B,.,.,1.5,C,A,B
23K401,23,Christopher Avenue Community School,Deon Mitchell,EC,K-3,.,.,.,.,.,.,.,.,.,.,.,.,,,
23K493,23,Brooklyn Collegiate: A College Board School,Amote Sias,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,F,D
23K493,23,Brooklyn Collegiate: A College Board School,Amote Sias,HS,High School,D,45.1,9.21,19.2,D,9.4,C,8.2,C,5.5,B,2.78,C,B,C
23K514,23,Frederick Douglass Academy VII High School,Jessica Endlich,HS,High School,C,52,19.51,24.2,C,10.6,C,7.8,C,5,C,4.38,C,A,B
23K518,23,Kappa V,Thomas Mullin,EMS,Middle,B,65.7,69.94,38.7,B,14.6,B,9.7,B,.,.,2.6,B,A,C
23K522,23,Mott Hall IV,Thomas Mcbryde Jr,EMS,Middle,D,34.5,7.58,17.8,C,4.6,F,10.3,B,.,.,1.8,F,F,C
23K631,23,General D. Chappie James Elementary School of Sc,Karen Valbrun Cohen,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,,F,D
23K634,23,General D. Chappie James Middle School of Scienc,Drew Goodman,EMS,Middle,,.,.,.,,.,,.,,.,.,.,D,D,D
23K643,23,Brooklyn Democracy Academy,Andrew Brown,HST,High School Transfer,B,59.400000000000006,.,25.8,C,9.9,B,9.6,C,4.5,B,9.63,B,A,A
23K644,23,Eagle Academy for Young Men II,Rashad Meade,EMS,Middle,C,40,12.08,15.2,D,7.4,D,13.1,A,.,.,4.3,B,B,A
23K644,23,Eagle Academy for Young Men II,Rashad Meade,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
23K646,23,Aspirations Diploma Plus High School,Shermila Bharat,HST,High School Transfer,C,51.8,.,26.7,C,3.9,C,12.4,B,1.8,D,6.93,D,D,F
23K647,23,Metropolitan Diploma Plus High School,Meri Yallowitz,HST,High School Transfer,A,85.4,.,44.1,A,10.8,B,11.2,B,8.4,A,10.89,A,A,C
23K671,23,MOTT HALL BRIDGES MIDDLE SCHOOL,Nadia Lopez,EMS,Middle,A,77.7,90.73,40.8,A,19,A,11.6,A,.,.,6.3,B,.,.
23K697,23,Teachers Preparatory High School,Carmen Simon,EMS,Middle,C,37.8,10.39,18.5,C,9.8,C,7.3,C,.,.,2.2,F,B,C
23K697,23,Teachers Preparatory High School,Carmen Simon,HS,High School,C,55.1,26.56,21.9,C,13.8,B,9.5,C,6.4,B,3.52,B,A,A
24Q005,24,I.S. 5 - The Walter Crowley Intermediate School,Michael Dantona,EMS,Middle,B,57.4,50,28,C,15.7,B,10.4,B,.,.,3.3,A,B,A
24Q007,24,P.S. 007 Louis F. Simeone,Sara Tucci,EC,K-3,B,52.1,.,25.6,A,15.9,B,3.9,D,.,.,6.7,B,B,B
24Q012,24,P.S. 012 James B. Colgate,Stephanie Moskos,EMS,Elementary,B,53.5,57.05,25.1,C,14.2,B,12.2,A,.,.,2,A,B,A
24Q013,24,P.S. 013 Clement C. Moore,Dr. Yvonne Angelastro,EMS,Elementary,B,59.2,70.82,33.3,B,18.8,A,5.1,C,.,.,2,A,A,B
24Q014,24,P.S. 014 Fairview,Rosemary Sklar,EMS,Elementary,B,49.8,43.44,26.4,C,12.8,B,7.9,B,.,.,2.7,B,B,A
24Q016,24,P.S. Q016,Elaine Iodice,EMS,Elementary,B,51.4,49.67,22.7,C,15,B,11.5,A,.,.,2.2,A,B,B
24Q019,24,P.S. 019 Marino Jeantet,Genie Calibar,EMS,Elementary,B,57.4,67.05,31.2,B,15.4,B,7.5,B,.,.,3.3,A,A,B
24Q028,24,P.S. 28 - The Thomas Emanuel Early Childhood Cen,Laura Pessutti,EC,K-2,B,43.7,.,14.8,C,12.7,B,11.4,A,.,.,4.8,B,B,A
24Q049,24,P.S. 049 Dorothy Bonawit Kole,Anthony Lombardi,EMS,K-8,B,56.6,52.44,32.1,B,15.9,B,5.4,C,.,.,3.2,B,A,C
24Q058,24,P.S. 58 - School of Heroes,Adelina V. Tripoli,EMS,Elementary,B,59.2,71.15,39.1,A,13.2,B,4.3,C,.,.,2.6,C,B,A
24Q061,24,I.S. 061 Leonardo Da Vinci,Joseph J Lisa,EMS,Middle,C,50.3,33.71,30.1,B,6.4,D,9.1,B,.,.,4.7,B,B,B
24Q068,24,P.S. 068 Cambridge,Anne Marie Snadecky-Scalfaro,EMS,Elementary,B,56.1,63.93,34.8,B,13.9,B,4.8,C,.,.,2.6,B,B,B
24Q071,24,P.S. 071 Forest,Walkydia Olivella,EMS,Elementary,B,59.2,71.15,41.9,A,12.2,B,2.6,C,.,.,2.5,D,C,C
24Q073,24,I.S. 73 - The Frank Sansivieri Intermediate Scho,Camillo Turriciano,EMS,Middle,B,56.3,47.47,30,B,16.1,B,6,C,.,.,4.2,B,B,A
24Q077,24,I.S. 077,Joseph Miller,EMS,Middle,B,56.6,48.31,32.6,B,11.8,B,8.1,C,.,.,4.1,B,B,B
24Q081,24,P.S. 81Q Jean Paul Richter,Romy Diamond,EMS,Elementary,B,51.1,48.36,23.5,C,13.9,B,11.1,A,.,.,2.6,B,A,A
24Q087,24,P.S. 087 Middle Village,Caryn Michaeli,EMS,K-8,B,62.5,70.12,35.9,B,13.2,B,9.3,B,.,.,4.1,B,A,A
24Q088,24,P.S. 088 Seneca,David Bishop,EMS,Elementary,D,31.1,3.93,20.3,C,7.4,C,1.3,F,.,.,2.1,C,B,C
24Q089,24,P.S. 089 Elmhurst,Casper Cacioppo,EMS,Elementary,A,64.7,81.8,36.1,A,16.5,A,8.5,B,.,.,3.6,B,A,A
24Q091,24,P.S. 091 Richard Arkwright,Victoria Catalano,EMS,Elementary,C,45.3,30.66,28.4,B,8.7,C,5.4,C,.,.,2.8,B,C,B
24Q093,24,I.S. 093 Ridgewood,Edward Santos,EMS,Middle,B,53.1,39.33,28.7,B,13.4,B,7.4,C,.,.,3.6,B,C,B
24Q102,24,P.S. 102 Bayview,Anthony Pisacano,EMS,K-8,A,71.1,87.8,38.8,A,16.5,A,11.7,A,.,.,4.1,B,A,A
24Q113,24,P.S. 113 Isaac Chauncey,Alejandro Megias,EMS,K-8,B,61.9,68.9,28,C,16,B,13.2,A,.,.,4.7,B,B,A
24Q119,24,I.S. 119 The Glendale,Dr. Jeanne Fagan,EMS,Middle,B,63.6,64.33,31.6,B,20.1,A,8.3,C,.,.,3.6,A,A,C
24Q125,24,I.S. 125 Thom J. McCann Woodside,Judy Mittler,EMS,Middle,A,69.1,77.53,35.1,B,16.9,A,12.3,A,.,.,4.7,A,A,B
24Q128,24,P.S. 128 Juniper Valley,John Lavelle,EMS,K-8,C,49.5,32.32,18.2,C,16.6,A,11.4,A,.,.,3.3,B,B,A
24Q143,24,P.S. 143 Louis Armstrong,Jerry Brito,EMS,Elementary,C,40.5,18.36,24,C,10.2,C,3.9,C,.,.,2.4,C,C,C
24Q153,24,P.S. 153 Maspeth Elem,Susan Bauer,EMS,Elementary,B,52.5,53.28,28.2,B,14.7,B,7.9,B,.,.,1.7,A,B,A
24Q199,24,P.S. 199 Maurice A. Fitzgerald,Anthony Inzerillo,EMS,Elementary,A,70.8,91.48,45.7,A,15.9,A,5.9,B,.,.,3.3,A,A,B
24Q229,24,P.S. 229 Emanuel Kaplan,Dr. Sibylle Ajwani,EMS,Elementary,A,74.3,93.77,45.1,A,18,A,8.1,B,.,.,3.1,B,A,A
24Q239,24,P.S. 239,Robin Connolly,EMS,Elementary,C,46.1,32.95,25,C,11.1,B,6.6,B,.,.,3.4,B,C,B
24Q264,24,Academy of Finance and Enterprise,Victoria Armano,HS,High School,A,90.6,97.29,43.2,A,17.7,A,12.6,A,8.1,A,8.99,A,A,A
24Q267,24,High School of Applied Communication,Daniel Korb,HS,High School,A,70.4,68.02,34.6,B,12.3,B,11.5,B,6.1,B,5.9,A,A,A
24Q293,24,Civic Leadership Academy,Phuong Nguyen,HS,High School,A,82,89.97,41.3,A,16,A,11.2,B,6.1,B,7.35,A,,
