DBN,School Name,School Type,"Total Parent Response Rate (%)",Total Teacher Response Rate (%),Total Student Response Rate (%),Total Academic Expectations Score,Total Communication Score,Total Engagement Score,Total Safety and Respect Score
07X029,P.S./M.S. 029 Melrose School,ES/MS,62,92,91,8.6,8.6,8.2,8.3
07X031,P.S./M.S. 031 The William Lloyd Garrison,ES/MS,47,98,98,8.2,8.3,7.8,7.7
07X043,P.S. 043 Jonas Bronck,ES,70,97,N/A,8.6,8.6,8.4,8.5
07X049,P.S. 049 Willis Avenue,ES,71,57,N/A,8.0,8.2,7.8,7.9
07X065,P.S. 065 Mother Hale Academy,ES,100,93,N/A,8.3,8.3,8.0,7.9
07X151,J.H.S. 151 Lou Gehrig,MS,55,100,94,8.1,8.0,7.6,7.8
07X154,P.S. 154 Jonathan D. Hyatt,ES,50,96,N/A,7.7,7.9,7.5,7.5
07X157,P.S. 157 Grove Hill,ES,49,64,N/A,8.2,8.0,7.9,8.3
07X161,P.S. 161 Ponce De Leon,ES,42,91,N/A,8.3,8.0,7.9,8.2
07X162,J.H.S. 162 Lola Rodriguez De Tio,MS,51,95,91,7.6,7.3,7.1,6.7
07X179,P.S. 179,ES,52,81,N/A,8.4,8.3,8.0,8.3
07X203,M.S. 203,MS,65,96,97,7.7,7.8,7.2,7.3
07X221,South Bronx Preparatory: A College Board School,MS/HS,69,80,97,8.0,7.7,7.4,7.5
07X223,M.S. 223 The Laboratory School of Finance and Technology,MS,61,97,98,8.3,8.2,7.7,8.2
07X224,P.S. / I.S. 224,MS,70,96,80,7.6,7.2,7.1,7.0
07X277,P.S. 277,ES,60,49,N/A,8.4,8.4,8.1,8.1
07X296,South Bronx Academy for Applied Media,MS,53,100,75,7.7,7.7,7.2,6.8
07X298,Academy of Public Relations,MS,86,60,99,8.3,8.2,7.9,7.7
07X321,Crotona Academy High School,HST,50,91,82,9.2,9.1,9.0,9.0
07X334,International Community High School,HS,46,96,88,7.9,7.8,7.6,8.0
07X343,Academy of Applied Mathematics and Technology,MS,47,90,97,8.6,8.6,8.2,8.5
07X369,Young Leaders Elementary School,ES,66,73,N/A,7.4,7.1,7.1,8.0
07X379,Jill Chaifetz Transfer High School,HST,27,100,65,8.9,8.9,8.6,8.5
07X381,Bronx Haven High School,HST,16,75,73,8.7,8.5,8.4,8.5
07X385,Performance School,ES,73,98,N/A,7.4,7.3,6.9,7.3
07X427,Community School for Social Justice,HS,46,100,93,8.7,8.8,8.4,8.6
07X456,Alfred E. Smith Campus YABC,YABC,23,65,42,8.5,8.2,8.0,8.5
07X473,Mott Haven Village Preparatory High School,HS,31,100,84,7.9,7.3,7.4,7.8
07X495,University Heights Secondary School,HS,63,90,84,8.4,8.2,8.2,8.6
07X500,Hostos-Lincoln Academy of Science,MS/HS,14,69,88,7.4,7.2,6.9,7.5
07X520,Foreign Language Academy of Global Studies,HS,33,90,89,7.8,7.9,7.1,7.5
07X522,Bronx Design and Construction Academy,HS,37,48,51,8.6,8.7,8.3,8.4
07X527,Bronx Leadership Academy II High School,HS,26,69,60,8.0,7.8,7.4,7.7
07X547,New Explorers High School,HS,23,81,57,8.2,8.2,7.8,7.6
07X548,Urban Assembly School for Careers in Sports,HS,24,100,77,8.4,8.6,8.1,8.1
07X551,The Urban Assembly Bronx Academy of Letters,MS/HS,39,96,87,7.4,7.6,6.7,6.9
07X557,Mott Haven Community High School,HST,5,100,68,7.8,7.7,7.3,7.5
07X600,Alfred E. Smith Career and Technical Education High School,HS,42,72,87,7.6,7.6,7.2,7.4
08X405,Herbert H. Lehman High School,HS,12,74,71,7.3,7.1,6.9,6.5
07X655,Samuel Gompers Career and Technical Education High School,HS,15,71,54,6.8,6.7,6.5,6.8
07X670,Health Opportunities High School,HS,84,100,72,7.9,8.0,7.7,7.4
08X014,P.S. X014 Senator John Calandra,ES,87,93,N/A,8.8,9.0,8.7,8.9
08X036,P.S. 036 Unionport,ES,69,81,N/A,8.4,8.3,8.2,8.5
08X048,P.S. 048 Joseph R. Drake,ES,53,97,N/A,7.8,7.6,7.6,7.4
08X062,P.S. 062 Inocensio Casanova,ES,63,72,N/A,8.3,8.2,8.1,8.3
08X069,P.S. 069 Journey Prep School,ES,63,68,N/A,8.5,8.6,8.4,8.9
08X071,P.S. 071 Rose E. Scala,ES/MS,43,92,95,8.3,8.3,7.9,7.9
08X072,P.S. 072 Dr. William Dorney,ES,58,100,N/A,8.3,8.1,7.9,8.0
08X075,P.S. 075,ES,77,96,N/A,7.9,7.7,7.5,7.2
08X093,P.S. 093 Albert G. Oliver,ES,100,74,N/A,8.3,8.3,8.3,8.8
08X100,P.S. 100 Isaac Clason,ES,42,78,N/A,8.1,7.6,7.6,8.0
08X101,M.S. X101 Edward R. Byrne,MS,79,91,100,8.4,8.5,8.0,8.1
08X107,P.S. 107,ES,84,92,N/A,7.9,7.9,7.8,8.0
08X119,P.S. 119,ES,65,77,N/A,8.2,8.1,8.0,8.2
08X123,J.H.S. 123 James M. Kieran,MS,47,92,90,7.9,7.4,7.1,7.0
08X125,J.H.S. 125 Henry Hudson,MS,36,88,87,7.7,7.4,7.1,6.8
08X130,P.S. 130 Abram Stevens Hewitt,ES,89,100,N/A,8.7,8.7,8.4,8.9
08X131,J.H.S. 131 Albert Einstein,MS,49,90,90,8.4,8.2,7.7,7.1
08X138,P.S. 138 Samuel Randall,ES,54,83,N/A,8.3,8.5,8.2,8.3
08X140,P.S. X140 The Eagle School,ES,51,98,N/A,8.1,8.1,7.9,8.2
08X146,P.S. 146 Edward Collins,ES,71,94,N/A,8.3,8.3,8.2,8.5
08X152,P.S. 152 Evergreen,ES,19,58,N/A,8.3,8.1,8.0,8.5
08X182,P.S. 182,ES,34,90,N/A,7.8,7.7,7.3,8.1
08X269,Bronx Studio School for Writers and Artists,MS/HS,29,65,76,7.8,8.1,7.4,7.7
08X282,Women's Academy of Excellence,HS,13,68,87,6.3,6.2,5.6,5.8
08X293,Renaissance High School for Musical Theater & Technology,HS,21,88,86,8.5,8.3,8.0,7.9
08X295,Gateway School for Environmental Research and Technology,HS,30,73,67,7.3,7.1,6.7,7.2
08X301,M.S. 301 Paul L. Dunbar,MS,9,87,36,7.6,7.9,7.4,7.1
08X302,M.S. 302 Luisa Dessus Cruz,MS,50,81,97,8.1,8.0,7.7,7.6
08X304,P.S. 304 Early Childhood School,ES,75,100,N/A,8.5,8.7,8.2,8.6
08X305,Pablo Neruda Academy for Architecture and World Studies,HS,44,97,86,7.9,8.0,7.6,7.5
08X312,Millennium Art Academy,HS,21,85,71,8.0,8.0,7.5,7.6
08X332,Holcombe L. Rucker School of Community Research,HS,78,92,74,7.5,7.4,7.1,7.4
08X333,P.S. 333 - The Museum School,ES,43,88,N/A,7.8,8.0,7.6,8.2
08X335,The Academy of the Arts,ES,56,47,N/A,8.2,8.2,7.6,8.4
08X337,The School for Inquiry and Social Justice,MS,65,96,98,8.3,8.1,7.6,8.0
08X366,Urban Assembly Academy of Civic Engagement,MS,39,64,87,7.9,8.4,7.4,7.4
08X367,"Archimedes Academy for Math, Science and Technology Applications",MS/HS,19,39,74,7.0,6.7,6.3,6.8
08X371,Urban Institute of Mathematics,MS,47,64,93,8.4,8.3,7.7,8.1
08X375,The Bronx Mathematics Preparatory School,MS,66,81,94,7.3,7.3,6.6,6.2
08X376,Antonia Pantoja Preparatory Academy: A College Board School,MS/HS,38,47,71,6.6,6.4,5.9,6.5
08X377,Bronx Community High School,HST,15,76,54,8.9,8.6,8.3,8.6
75M226,P.S. M226,D75,36,59,95,8.2,8.4,8.1,8.4
08X408,Herbert H. Lehman Yabc,YABC,90,100,79,8.7,8.7,8.4,8.1
08X424,The Hunts Point School,MS,55,85,89,7.8,7.5,7.2,6.9
08X432,BRONX BRIDGES HIGH SCHOOL,HS,20,60,80,8.2,8.2,7.6,7.9
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS,98,100,98,8.7,8.4,8.0,8.0
08X452,Bronx Guild,HS,35,100,91,7.9,8.1,7.6,7.7
08X467,MOTT HALL COMMUNITY SCHOOL,MS,49,86,97,8.2,8.0,7.9,7.9
08X507,Stevenson Yabc,YABC,43,84,69,9.2,9.2,8.9,9.2
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",HS,28,92,67,8.0,8.0,7.5,7.8
08X530,Banana Kelly High School,HS,60,65,82,7.6,7.4,7.3,7.1
08X537,Bronx Arena High School,HST,4,81,38,8.7,8.6,8.1,8.7
08X540,School for Community Research and Learning,HS,23,86,64,7.4,7.4,6.7,7.2
08X558,Westchester Square Academy,HS,29,100,65,8.3,8.4,7.8,7.7
08X559,School for Tourism and Hospitality,HS,71,80,88,7.8,7.6,7.1,7.9
08X560,Bronx Academy High School,HST,13,100,92,9.3,9.4,9.2,9.4
08X561,Bronx Compass High School,HS,27,78,60,8.7,8.8,8.6,8.4
08X562,Blueprint Middle School,MS,49,71,95,8.8,8.9,8.5,8.5
08X650,Jane Addams High School for Academic Careers,HS,6,58,60,8.1,8.1,7.6,7.6
09X004,P.S./M.S. 004 Crotona Park West,ES/MS,100,95,97,8.2,8.0,7.7,7.7
09X011,P.S. 011 Highbridge,ES,67,61,N/A,8.7,8.8,8.5,8.7
09X022,J.H.S. 022 Jordan L. Mott,MS,12,47,82,7.7,7.7,7.3,6.8
09X028,P.S. 028 Mount Hope,ES,62,75,N/A,8.4,8.8,8.3,8.3
09X035,P.S. 035 Franz Siegel,ES,80,55,N/A,8.3,8.1,7.9,8.2
09X042,P.S. 042 Claremont,ES,62,48,N/A,7.5,7.6,7.3,7.3
09X053,P.S. 053 Basheer Quisim,ES,44,87,N/A,8.0,7.9,7.7,7.6
09X055,P.S. 055 Benjamin Franklin,ES,60,78,N/A,8.2,8.3,8.0,8.1
09X058,P.S. 058,ES,79,92,N/A,7.9,7.8,7.8,7.9
09X063,P.S. 063 Author's Academy,ES,67,100,N/A,8.6,8.6,8.3,8.4
09X064,P.S. 064 Pura Belpre,ES,42,63,N/A,7.1,6.8,6.9,7.0
09X070,P.S. 070 Max Schoenfeld,ES,51,79,N/A,8.0,8.1,7.9,7.7
09X073,P.S. 073 Bronx,ES,54,81,N/A,7.7,7.7,7.5,7.7
09X088,P.S. X088 - S. Silverstein Little Sparrow School,ECC,28,47,N/A,8.3,8.7,8.0,8.6
09X109,P.S. 109 Sedgwick,ES,87,91,N/A,8.6,8.5,8.3,8.3
09X110,P.S. 110 Theodore Schoenfeld,ES,49,86,N/A,8.0,8.2,7.9,8.1
09X114,P.S. X114 - Luis Llorens Torres Schools,ES,66,82,N/A,8.1,7.9,7.8,8.1
09X117,I.S. 117 Joseph H. Wade,MS,31,96,93,8.0,7.9,7.5,7.1
09X126,P.S. 126 Dr Marjorie H Dunbar,ES,50,78,97,7.6,7.4,7.2,7.0
09X128,Mott Hall III,MS,74,100,95,8.4,8.3,7.6,8.0
09X132,P.S. 132 Garret A. Morgan,ES,64,75,N/A,6.5,5.6,6.0,6.5
09X145,J.H.S. 145 Arturo Toscanini,MS,76,80,95,8.4,8.3,8.1,8.1
09X163,P.S. 163 Arthur A. Schomburg,ES,56,35,N/A,7.1,6.7,6.8,7.5
09X170,P.S. 170,ECC,98,96,N/A,9.3,9.2,9.1,9.2
09X199,P.S. 199X - The Shakespeare School,ES,66,90,N/A,7.6,7.1,7.0,7.2
09X204,P.S. 204 Morris Heights,ES,75,100,N/A,9.2,9.3,9.0,9.1
09X215,Kappa,MS,87,93,100,8.0,7.9,7.3,7.7
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,ES/MS,75,88,96,8.2,8.0,7.7,7.8
09X219,I.S. 219 New Venture School,MS,40,56,94,7.8,7.8,7.2,6.9
09X227,Bronx Collegiate Academy,HS,42,97,80,9.0,8.9,8.6,8.5
09X229,I.S. 229 Roland Patterson,MS,82,90,82,7.5,7.5,7.1,6.9
09X230,P.S. 230 Dr Roland N. Patterson,ES,32,93,N/A,8.3,8.4,8.2,8.0
09X231,Eagle Academy for Young Men,MS/HS,37,69,90,8.0,8.0,7.7,7.5
09X232,I.S. 232,MS,90,94,97,8.3,8.1,7.7,7.7
09X236,P.S. 236 Langston Hughes,ECC,63,89,N/A,8.5,8.8,8.6,8.6
09X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",HS,25,67,72,8.5,8.6,8.2,8.0
09X241,"Urban Assembly School for Applied Math and Science, The",MS/HS,58,98,75,7.9,7.9,7.5,7.8
09X250,Eximius College Preparatory Academy: A College Board School,HS,57,100,92,8.4,8.2,7.8,8.1
09X252,Mott Hall Bronx High School,HS,13,87,71,8.0,8.0,7.4,7.8
09X260,Bronx Center for Science and Mathematics,HS,61,84,97,8.7,8.4,7.9,8.4
09X263,Validus Preparatory Academy: An Expeditionary Learning School,HS,26,50,61,7.9,7.6,7.7,7.7
09X276,Leadership Institute,HS,58,73,61,8.3,8.1,7.9,7.7
09X297,Morris Academy for Collaborative Studies,HS,28,83,91,7.8,8.0,7.4,7.7
09X303,I.S. X303 Leadership & Community Service,MS,77,100,93,8.6,8.6,8.1,8.5
09X313,I.S. 313 School of Leadership Development,MS,34,60,86,7.4,7.3,6.8,6.3
09X323,Bronx Writing Academy,MS,35,83,77,7.9,7.9,7.4,7.0
09X324,Bronx Early College Academy for Teaching & Learning,MS/HS,41,82,89,7.9,7.7,7.3,7.5
09X325,Urban Science Academy,MS,42,94,96,7.7,7.7,7.3,7.0
09X327,Comprehensive Model School Project M.S. 327,MS/HS,71,86,84,8.3,8.1,7.4,8.2
09X328,New Millennium Business Academy Middle School,MS,66,94,95,8.4,8.4,7.8,7.6
09X329,DreamYard Preparatory School,HS,37,100,87,8.3,8.4,7.9,7.8
09X339,I.S. 339,MS,61,98,93,8.0,8.0,7.4,7.1
09X365,Academy for Language and Technology,HS,49,100,92,8.4,7.7,7.5,8.3
09X403,Bronx International High School,HS,36,84,95,8.5,8.2,8.0,8.1
09X404,School for Excellence,HS,90,94,87,7.6,7.5,7.1,7.2
09X412,Bronx High School of Business,HS,5,100,91,7.5,7.4,6.9,7.1
09X413,Bronx High School for Medical Science,MS/HS,36,100,89,8.0,8.0,7.5,7.7
09X414,Jonathan Levin High School for Media and Communications,HS,7,55,65,7.9,7.7,7.2,7.6
09X443,THE FAMILY SCHOOL,ES,55,70,N/A,7.6,7.3,7.1,8.1
09X449,GRANT AVENUE ELEMENTARY SCHOOL,ES,82,97,N/A,9.1,9.3,9.0,9.0
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,MS,77,97,100,9.2,8.9,8.7,8.7
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,ES,84,78,N/A,7.7,7.1,7.2,8.0
09X505,"Bronx School for Law, Government and Justice",MS/HS,44,91,87,7.5,7.4,6.7,7.4
09X517,Frederick Douglass Academy III Secondary School,MS/HS,83,82,62,7.5,7.3,6.8,6.9
09X525,Bronx Leadership Academy High School,HS,32,86,79,7.9,7.8,7.3,7.4
09X543,High School for Violin and Dance,HS,44,96,67,7.4,7.4,6.8,7.1
09X555,Mount Eden Children's Academy,ECC,96,100,N/A,9.0,9.5,9.2,9.5
09X564,Claremont International HS,HS,67,100,100,8.9,9.0,8.9,8.6
09X568,Young Women's Leadership School of the Bronx,MS,72,100,100,9.1,9.2,8.8,8.8
10X003,P.S. 3 Raul Julia Micro Society,ES/MS,64,92,95,8.0,8.0,7.6,7.9
10X007,P.S. 007 Kingsbridge,ES,91,98,N/A,9.2,9.2,8.8,9.3
10X008,P.S. 008 Issac Varian,ES,49,77,N/A,8.7,8.7,8.4,8.7
10X009,P.S. 9 Ryer Avenue Elementary School,ES,64,100,N/A,7.8,7.2,7.4,7.8
10X015,P.S. X015 Institute for Environmental Learning,ES/MS,71,100,99,8.4,8.3,7.8,7.9
10X020,P.S. 20 P.O.George J. Werdan III,ES/MS,57,61,88,7.7,7.5,7.0,7.2
10X023,P.S. 023 The New Children's School,ES,44,100,N/A,8.0,8.0,7.8,7.9
10X024,P.S. 024 Spuyten Duyvil,ES,45,54,N/A,7.3,6.6,7.1,7.7
10X032,P.S. 032 Belmont,ES,90,97,N/A,8.6,8.6,8.5,8.5
10X033,P.S. 033 Timothy Dwight,ES,97,95,N/A,8.1,8.0,7.9,8.1
10X037,P.S. X037 - Multiple Intelligence School,ES/MS,46,98,96,8.4,8.4,7.9,8.1
10X045,Thomas C. Giordano Middle School 45,MS,21,36,94,7.4,6.8,6.4,6.4
10X046,P.S. 046 Edgar Allan Poe,ES,63,92,N/A,8.3,8.2,8.0,8.1
10X051,P.S. 051 Bronx New School,ES,77,75,N/A,8.5,8.3,8.2,8.3
10X054,P.S. / I.S. 54,ES,67,100,N/A,7.3,6.8,7.1,7.5
10X056,P.S. 056 Norwood Heights,ES,88,100,N/A,8.9,8.9,8.8,8.5
10X059,P.S. 059 The Community School of Technology,ES,100,98,N/A,8.1,8.1,8.0,7.9
10X080,J.H.S. 080 The Mosholu Parkway,MS,48,93,77,7.3,7.1,6.7,6.5
10X081,P.S. 081 Robert J. Christen,ES,100,100,N/A,8.6,8.8,8.6,8.6
10X085,P.S. 085 Great Expectations,ES,49,59,N/A,7.6,7.4,7.3,7.1
10X086,P.S. 086 Kingsbridge Heights,ES,62,97,98,9.2,9.1,8.9,8.9
10X091,P.S. 091 Bronx,ES,87,73,N/A,6.9,6.3,6.5,7.1
10X094,P.S. 094 Kings College School,ES,57,81,N/A,8.1,8.2,7.9,8.2
10X095,P.S. 095 Sheila Mencher,ES/MS,81,46,97,7.1,6.5,6.3,6.6
10X118,J.H.S. 118 William W. Niles,MS,77,83,98,7.9,7.3,7.2,7.5
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),MS/HS,37,87,87,7.5,7.6,7.2,7.3
10X159,P.S. 159 Luis Munoz Marin Biling,ES,92,100,N/A,8.8,8.8,8.7,8.9
10X205,P.S. 205 Fiorello Laguardia,ES,98,100,N/A,8.3,8.4,8.2,8.4
10X206,I.S. 206 Ann Mersereau,MS,100,83,85,8.4,8.3,7.8,7.5
10X207,P.S. 207,ECC,69,77,N/A,8.1,8.3,8.1,8.5
10X209,P.S. 209,ECC,98,100,N/A,9.2,9.2,8.9,9.2
10X213,Bronx Engineering and Technology Academy,HS,16,68,34,7.9,7.6,7.3,7.1
10X225,Theatre Arts Production Company School,MS/HS,38,66,74,8.1,8.2,7.7,7.8
10X226,P.S. 226,ES,53,72,N/A,8.0,7.6,7.5,8.0
10X228,Jonas Bronck Academy,MS,69,81,96,8.8,8.8,8.4,8.8
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",HS,14,88,66,7.5,7.2,6.7,7.1
10X243,West Bronx Academy for the Future,MS/HS,20,92,75,7.4,7.4,6.9,7.0
10X244,The New School for Leadership and Journalism,MS,33,46,83,8.6,8.5,8.4,8.5
10X246,P.S. 246 Poe Center,ES,47,82,N/A,7.9,8.0,7.7,8.2
10X254,I.S. 254,MS,30,88,91,7.4,6.6,6.8,6.8
10X268,Kingsbridge International High School,HS,66,96,93,8.3,7.9,7.6,7.8
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",ES/MS,62,97,96,8.1,8.3,8.0,7.7
10X280,P.S./M.S. 280 Mosholu Parkway,ES/MS,58,78,78,8.5,8.4,8.2,8.1
10X284,Bronx School of Law and Finance,HS,24,92,66,7.8,8.2,7.6,7.5
10X291,P.S. 291,ES,100,95,N/A,9.4,9.5,9.3,9.4
10X306,P.S. 306,ES,67,60,N/A,7.5,7.1,7.1,7.5
10X307,Luisa Piñeiro Fuentes School of Science and Discovery,ES,100,96,N/A,8.9,8.8,8.5,8.9
10X308,Bronx Dance Academy School,MS,81,100,99,8.1,7.9,7.5,7.8
10X310,P.S. 310 Marble Hill,ES,75,95,N/A,8.4,8.3,8.0,8.4
10X315,P.S. 315 Lab School,ES/MS,77,95,100,8.6,8.7,8.4,8.3
10X319,Providing Urban Learners Success In Education High School,HST,4,85,69,8.5,8.8,8.5,8.6
10X331,The Bronx School of Young Leaders,MS,68,100,99,8.3,8.4,8.0,7.9
10X340,P.S. 340,ES,94,100,100,8.8,8.8,8.6,8.7
10X342,International School for Liberal Arts,MS/HS,61,89,87,8.4,8.3,8.2,8.4
10X344,Ampark Neighborhood,ES,76,100,N/A,8.7,8.8,8.9,8.9
10X360,P.S. 360,ES,84,95,100,8.6,8.4,8.1,8.6
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,MS,70,92,92,8.2,8.3,7.8,7.8
10X368,In-Tech Academy (M.S. / High School 368),MS/HS,34,93,85,7.5,7.2,7.0,7.3
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),HS,71,100,88,8.3,8.2,7.9,8.2
10X382,"Elementary School for Math, Science, and Technology",ES,95,100,N/A,8.5,8.4,8.2,8.0
10X386,School for Environmental Citizenship,ES,88,98,N/A,8.8,8.9,8.6,8.7
10X390,M.S. 390,MS,91,82,98,8.0,7.8,7.6,7.2
10X391,The Angelo Patri Middle School,MS,43,94,77,8.2,8.1,7.7,7.5
10X396,P.S. 396,ES,64,97,N/A,8.8,8.4,8.5,8.4
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),HS,19,90,72,8.7,8.6,8.3,8.3
10X433,High School for Teaching and the Professions,HS,25,63,57,7.7,7.1,7.0,7.0
10X434,Belmont Preparatory High School,HS,42,83,85,7.6,7.3,6.9,7.5
10X437,Fordham High School for the Arts,HS,33,62,71,8.2,7.7,7.7,8.1
10X438,Fordham Leadership Academy for Business and Technology,HS,28,94,65,8.5,8.5,8.1,8.0
10X439,Bronx High School for Law and Community Service,HS,45,100,91,8.1,8.0,7.5,7.7
10X440,DeWitt Clinton High School,HS,7,54,58,7.3,7.0,6.9,6.2
10X442,"Celia Cruz Bronx High School of Music, The",HS,34,97,81,8.0,7.9,7.6,7.8
10X445,Bronx High School of Science,HS,32,88,95,7.8,7.3,7.3,7.7
10X447,CRESTON ACADEMY,MS,100,100,96,8.7,8.7,8.2,8.1
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,MS,43,87,97,8.0,7.6,7.4,7.6
10X475,John F. Kennedy High School,HS,11,100,70,6.9,6.6,6.4,6.8
10X477,Marble Hill High School for International Studies,HS,61,93,97,8.2,8.1,7.7,8.0
10X503,Walton Yabc,YABC,13,95,53,8.3,8.2,7.8,8.2
10X504,Kennedy Yabc,YABC,51,83,50,8.1,8.0,7.8,8.0
10X524,Crotona International High School,HS,24,92,91,8.1,8.5,7.9,8.2
10X546,Bronx Theatre High School,HS,98,93,90,8.6,8.5,8.3,8.3
10X549,Discovery High School,HS,10,73,48,8.1,8.2,7.5,8.0
10X565,High School for Energy and Technology,HS,70,100,95,9.0,9.1,8.4,8.6
10X660,Grace Dodge Career and Technical Education High School,HS,14,70,72,6.8,6.4,6.2,6.1
10X667,Grace Dodge Yabc,YABC,30,100,93,8.6,8.7,8.2,8.3
10X696,High School of American Studies at Lehman College,HS,36,100,96,8.6,8.3,8.1,8.8
11X016,P.S. 016 Wakefield,ES,34,100,N/A,8.1,7.9,7.8,7.9
11X019,P.S. 019 Judith K. Weiss,ES/MS,57,97,100,9.0,9.0,8.5,8.7
11X021,P.S. 021 Philip H. Sheridan,ES,54,80,N/A,8.3,8.2,8.0,8.0
11X041,P.S. 041 Gun Hill Road,ES,88,90,N/A,8.0,8.0,7.6,7.8
11X068,P.S. 068 Bronx,ES,66,97,N/A,7.7,7.1,7.3,7.4
11X076,P.S. 076 The Bennington School,ES,75,86,N/A,8.1,7.7,7.7,8.1
11X078,P.S. 078 Anne Hutchinson,ES,71,93,N/A,8.2,8.0,7.7,7.5
11X083,P.S. 083 Donald Hertz,ES/MS,67,100,97,8.3,8.1,7.8,7.9
11X087,P.S. 087 Bronx,ES,62,79,N/A,7.6,7.6,7.3,7.6
11X089,P.S. 089 Bronx,ES/MS,37,92,76,8.3,8.1,7.8,7.5
11X096,P.S. 096 Richard Rodgers,ES,84,100,N/A,8.4,8.4,8.0,8.3
11X097,P.S. 097 Bronx,ES,49,71,N/A,8.1,7.6,7.7,8.2
11X103,P.S. 103 Hector Fontanez,ES,52,86,N/A,8.6,8.6,8.3,8.4
11X105,P.S. 105 Sen Abraham Bernstein,ES,51,57,N/A,7.5,7.3,7.3,7.9
11X106,P.S. 106 Parkchester,ES,77,100,N/A,8.3,8.4,8.2,8.2
11X108,P.S. 108 Philip J. Abinanti,ES,54,78,N/A,7.7,7.2,7.3,8.1
11X111,P.S. 111 Seton Falls,ES,19,59,N/A,7.7,7.2,7.3,8.0
11X112,P.S. 112 Bronxwood,ES,57,100,N/A,8.4,8.6,8.2,8.4
11X121,P.S. 121 Throop,ES,85,100,N/A,8.8,8.9,8.6,8.6
11X127,J.H.S. 127 The Castle Hill,MS,30,55,88,7.9,7.7,7.3,7.0
11X142,MS 142 John Philip Sousa,MS,8,68,69,6.8,6.3,5.9,5.5
11X144,J.H.S. 144 Michelangelo,MS,38,90,92,8.3,8.2,7.8,7.6
11X153,P.S. 153 Helen Keller,ES,63,100,N/A,8.4,8.3,8.1,8.3
11X160,P.S. 160 Walt Disney,ES,27,100,N/A,8.2,8.5,8.2,8.3
11X169,BAYCHESTER ACADEMY,ES,70,90,N/A,8.3,8.0,8.0,8.6
11X175,P.S. 175 City Island,ES/MS,52,95,99,8.2,8.1,7.5,8.0
11X178,P.S. 178 - Dr. Selman Waksman,ES,74,97,N/A,8.0,8.0,7.7,8.1
11X180,M.S. 180 Dr. Daniel Hale Williams,MS,80,74,99,8.4,8.3,8.0,8.1
11X181,I.S. 181 Pablo Casals,MS,64,74,96,8.2,8.0,7.6,7.4
11X189,Cornerstone Academy for Social Action,ES,65,87,N/A,8.3,8.5,8.3,8.2
11X194,PS/MS 194,ES/MS,72,91,97,7.9,7.6,7.1,7.7
11X249,Bronx Health Sciences High School,HS,20,91,88,8.1,7.7,6.8,8.0
11X253,Bronx High School for Writing and Communication Arts,HS,14,92,40,7.9,7.8,7.4,7.4
11X265,Bronx Lab School,HS,38,88,90,7.9,7.9,7.4,7.5
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,MS/HS,29,77,74,7.6,7.5,7.0,7.1
11X272,Globe School for Environmental Research,MS,37,88,89,7.8,7.5,7.0,6.8
11X275,High School of Computers and Technology,HS,41,89,96,8.3,8.2,7.8,8.0
11X287,The Forward School,MS,53,89,91,7.5,7.4,7.0,6.8
11X288,Collegiate Institute for Math and Science,HS,57,88,91,8.5,8.4,8.1,8.2
11X289,The Young Scholars Academy of The Bronx,MS,17,61,68,7.8,8.0,7.4,7.0
11X290,Bronx Academy of Health Careers,HS,25,90,77,7.8,7.7,7.2,7.2
11X299,Astor Collegiate Academy,HS,31,100,87,7.7,7.6,7.1,7.0
11X322,Aspire Preparatory Middle School,MS,25,45,95,7.2,7.3,6.7,6.5
11X326,Bronx Green Middle School,MS,66,100,89,8.4,8.5,8.2,8.1
11X370,School of Diplomacy,MS,8,100,75,7.2,7.7,6.8,5.9
11X415,Christopher Columbus High School,HS,5,78,76,7.2,7.4,7.1,6.7
11X417,C Columbus Hs Yabc,YABC,87,85,69,8.8,8.6,8.5,8.4
11X418,Bronx High School for the Visual Arts,HS,15,77,56,8.0,7.8,7.6,7.9
11X455,Harry S Truman High School,HS,6,57,50,7.6,7.3,7.1,7.2
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),MS,87,53,86,8.6,8.5,8.2,8.3
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,MS,45,89,97,8.6,8.4,8.1,8.5
11X498,PS/MS 11X498 - VAN NEST ACADEMY,ES/MS,62,97,89,8.5,8.4,8.1,8.5
11X508,Bronxdale High School,HS,44,95,80,7.8,7.6,7.1,7.2
