CONSOLIDATION,POLLING PLACE,POLLING PLACE STREET,POLLING PLACE CITY,POLLING PLACE ZIP,POLL TYPE,PRECINCT
900-7349A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-7349D
900-2105A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2105A
900-5204A,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5204D
900-2316A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2316A
767-0017A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,767-0017F
900-1985A,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1377D
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-1481B
900-2477A,NORMANDIE SENIOR HOUSING,6301 S NORMANDIE AVE,LOS ANGELES,90044,SRHMS,900-2477D
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2287D
900-1783A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-5503G
900-2279A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2272C
900-2156A,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-2156F
900-1591C,GOOD SHEPHERD BAPTIST CHURCH,510 W 053RD ST,LOS ANGELES,90037,CHUR1,900-2020D
900-2297B,CLAUDE PEPPER SENIOR CENTER,1762 S LA CIENEGA BLVD,LOS ANGELES,90035,LACPR,900-1486C
900-7349A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-7349B
900-2022A,SOUTHERN CALIFORNIA LIBRARY,6120 S VERMONT AVE,LOS ANGELES,90044,BUS.,900-2022A
900-5316A,COCHRAN AV BAPTIST CHURCH,1304 S COCHRAN AVE,LOS ANGELES,90019,CHURC,900-5316A
900-1768A,HOLY NAME OF JESUS CHURCH,2186 W 031ST ST,LOS ANGELES,90018,CHURC,900-1768C
900-2337A,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2339D
900-0908A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-7166F
900-2485C,TRUE GOSPEL BAPTIST CHURCH ,7723 S HOOVER ST,LOS ANGELES,90044,CHURC,900-2485C
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-2840A
900-2297B,CLAUDE PEPPER SENIOR CENTER,1762 S LA CIENEGA BLVD,LOS ANGELES,90035,LACPR,900-2297B
900-2298A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2298D
900-2472B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2472D
900-2091A,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2861D
751-0004A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,751-0004B
900-1457A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1457A
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-1799A
900-2484B,COMMUNITY UNITED PRESB CHR,7501 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,900-2484E
900-1582C,LOVE PEACE HAPPINESS CHURCH,4951 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1582C
900-2067D,COLISEUM ST ELEM SCHOOL,4400 COLISEUM ST,LOS ANGELES,90016,LAUSD,900-2067E
900-1711A,LOS ANGELES HIGH SCHOOL,4650 W OLYMPIC BLVD,LOS ANGELES,90019,LAUSD,900-7221B
900-2126B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2163G
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167L
900-1984B,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1984C
900-2022A,SOUTHERN CALIFORNIA LIBRARY,6120 S VERMONT AVE,LOS ANGELES,90044,BUS.,900-2022B
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0001A
900-1782A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1783B
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2006A
900-2316A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-1716D
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167G
900-2890A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-2871B
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2102D
900-2496B,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-2496D
900-2193A,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2193C
900-2510A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2510G
751-0012A,WINDSOR HILLS ELEMENTARY SCH,5215 OVERDALE DR,LOS ANGELES,90043,LAUSD,751-0012J
900-1711A,LOS ANGELES HIGH SCHOOL,4650 W OLYMPIC BLVD,LOS ANGELES,90019,LAUSD,900-1711B
767-0019A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0019D
767-0004A,GREATER TRUE VINE TEMPLE,9616 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,767-0004D
900-2129B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2130B
900-0945B,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-0945B
900-2144A,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2144B
900-1684A,VERMONT AVE ELEMENTARY SCH,1435 W 027TH ST,LOS ANGELES,90007,LAUSD,900-1684A
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0001F
900-2063A,KIPP EMPOWER ACADEMY,8466 S FIGUEROA ST,LOS ANGELES,90003,SC-PR,900-2063D
900-0282A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-2207C
900-1449A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-0660B
900-2063A,KIPP EMPOWER ACADEMY,8466 S FIGUEROA ST,LOS ANGELES,90003,SC-PR,900-2063B
900-2162A,NEW HORIZON C.C.C,1601 W FLORENCE AVE,LOS ANGELES,90047,CHUR1,900-2162E
900-0533A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0533D
900-1434A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-2703A
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2572D
900-1783A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-5503B
900-1785A,MESSIAH BAPTIST CHURCH,4500 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-1785A
900-2101A,GTR TRUE FRIENDSHIP BAPT CHR,1839 W VERNON AVE,LOS ANGELES,90062,CHUR1,900-2090E
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2572F
900-1024A,VERMONT AVE ELEMENTARY SCH,1435 W 027TH ST,LOS ANGELES,90007,LAUSD,900-1024D
900-1770A,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-0857A
900-2116A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2117D
900-1257B,WESTFIELD CENTURY CITY,1801 AVE,LOS ANGELES,90067,BUS.,900-1257D
900-7166B,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-7168F
900-2143A,ANGELES MESA ELEMENTARY SCH,2611 W 052ND ST,LOS ANGELES,90043,LAUSD,900-2143E
767-0006A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0006D
900-3240A,ST BRIGID PRE-SCHOOL,1755 W 052ND ST,LOS ANGELES,90062,SC-PR,900-3240C
900-5405A,ST ANDREWS HEALTH CARE,2300 W WASHINGTON BLVD,LOS ANGELES,90018,SRHMS,900-5405D
900-1751A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1751F
900-2070A,FIRE STATION #34,3661 007TH AVE,LOS ANGELES,90018,LACPR,900-2083A
900-2370A,ST MARYS CHURCH',3647 WATSEKA AVE,LOS ANGELES,90034,CHURC,900-2257A
900-2306A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2306E
900-5205B,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5205D
767-0018A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0018D
900-2163A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0908F
900-5414A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-5414E
900-2086C,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2087A
900-2908A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2908A
900-2162A,NEW HORIZON C.C.C,1601 W FLORENCE AVE,LOS ANGELES,90047,CHUR1,900-2162F
900-1621A,RESIDENCE,160 S WINDSOR BLVD,LOS ANGELES,90004,RES,900-2411C
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-1963C
767-0010A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0023F
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0015A
900-2337A,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2337C
900-0283A,HOLY TABERNACLE BAPTIST CHR,2312 W FLORENCE AVE,LOS ANGELES,90043,CHUR1,900-2208C
767-0015A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0020B
900-2143A,ANGELES MESA ELEMENTARY SCH,2611 W 052ND ST,LOS ANGELES,90043,LAUSD,900-2143C
900-2297B,CLAUDE PEPPER SENIOR CENTER,1762 S LA CIENEGA BLVD,LOS ANGELES,90035,LACPR,900-1482C
900-2908A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2644A
900-5504C,MERIDIAN OF CHEVIOT HILLS,3340 SHELBY DR,LOS ANGELES,90034,SRHMS,900-1108A
900-2303A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2303A
250-0008A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0009D
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167E
900-0284C,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-0284C
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-1799C
900-2348A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-2348C
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2343F
900-2207A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-2207A
900-1455A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-3036B
900-5307A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-5307C
900-7230A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-0237C
900-1246A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,900-5207D
900-1535A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1535E
900-2074B,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-1979B
900-1000A,FIRST AME CHURCH,2270 S HARVARD BLVD,LOS ANGELES,90018,CHUR1,900-1555A
767-0024A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0024B
900-2116A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2117E
900-5494B,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2322C
900-5319A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5319A
270-0092A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0093D
900-2893A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2893B
900-1751A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1751D
900-1522A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-0002B
900-1738A,NORMANDIE RECREATION CENTER,1550 S NORMANDIE AVE,LOS ANGELES,90006,LACPR,900-1738A
900-2073A,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2073E
900-2090A,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2090F
900-2900A,CENTURY PK EAST APARTMENTS ,2170 CENTURY PARK E,LOS ANGELES,90067,APTBL,900-1245A
900-1621A,RESIDENCE,160 S WINDSOR BLVD,LOS ANGELES,90004,RES,900-1517A
900-2788A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2788C
900-1532A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1535C
900-1783A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-1783E
900-0908A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-7166A
900-5319A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2297C
900-2178A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2178B
900-2036A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2036C
900-1961A,ST ANTHONY GRAND LODGE,4126 S FIGUEROA ST,LOS ANGELES,90037,BUS.,900-1961B
900-2492A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2492B
900-1000C,LOREN MILLER PARK,2717 HALLDALE AVE,LOS ANGELES,90018,LACPR,900-1000C
250-0008A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0008C
900-2345A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2345F
900-1257B,WESTFIELD CENTURY CITY,1801 AVE,LOS ANGELES,90067,BUS.,900-0528A
900-2177A,A RENEE & M LUSKIN ACADEMY HS,2941 W 070TH ST,LOS ANGELES,90043,LAUSD,900-2177B
900-2097A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2084B
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2006C
900-1613D,RESIDENCE,171 S CITRUS AVE,LOS ANGELES,90036,RES,900-1190C
900-0296C,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2572B
900-1471A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1237A
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2369E
900-1457A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-2422C
900-1582C,LOVE PEACE HAPPINESS CHURCH,4951 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1032B
900-5205B,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5205C
900-2333B,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2333B
900-1461A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1461D
900-2128A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,900-2128C
900-2097B,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2097E
900-2086A,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-2086B
900-3674E,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2363A
900-2126B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2126B
900-5204A,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5204F
900-2454A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2454B
900-1246A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,900-5207A
900-5205B,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5205E
900-1434A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1437A
900-1582B,MT MORIAH BAPTIST CHURCH,4269 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1032A
900-1026C,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1107A
900-2489A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2489D
900-2083B,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-2083C
900-0272A,COLDWELL BANKER ,119 N LARCHMONT BLVD,LOS ANGELES,90004,BUS.,900-0272E
900-0824A,SOUTHERN CALIFORNIA LIBRARY,6120 S VERMONT AVE,LOS ANGELES,90044,BUS.,900-0824A
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-0296B
900-2504A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2505C
900-2302A,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2302D
900-1776B,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1777E
900-5494B,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-5494E
900-2927A,STENTORIANS ,1409 W VERNON AVE,LOS ANGELES,90062,COMMU,900-2927C
900-1779C,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-3969A
900-5322A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-5321C
900-1291A,PALMS WESTMINSTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1058A
900-2459A,ST CECILIA CATHOLIC CHURCH,4230 S NORMANDIE AVE,LOS ANGELES,90037,CHUR1,900-2459A
767-0018A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0018C
900-2927A,STENTORIANS ,1409 W VERNON AVE,LOS ANGELES,90062,COMMU,900-2927B
900-1942A,HARRIS HALL,635 W 035TH ST,LOS ANGELES,90089,SC-PR,900-1958A
900-2022A,SOUTHERN CALIFORNIA LIBRARY,6120 S VERMONT AVE,LOS ANGELES,90044,BUS.,900-2022F
295-0022B,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,295-0024B
900-1776B,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1777F
900-2472B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2157A
900-2477A,NORMANDIE SENIOR HOUSING,6301 S NORMANDIE AVE,LOS ANGELES,90044,SRHMS,900-2477E
900-1764A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1764A
900-1532A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1532D
900-2494A,RITA WALTERS LEARNING COMPLEX,915 W MANCHESTER AVE,LOS ANGELES,90044,MISCP,900-2494B
900-2137A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2137D
900-2451A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2451A
767-0009A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0002C
900-1463A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1462A
900-1525A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-1525D
900-1784A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1784E
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-1018A
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,9755 CATTARAUGUS AVE,LOS ANGELES,90034,LAUSD,900-5504B
900-2103A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2103E
900-2306A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2306B
900-1961A,ST ANTHONY GRAND LODGE,4126 S FIGUEROA ST,LOS ANGELES,90037,BUS.,900-1961E
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2283D
900-1782B,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-1782C
900-4218A,LIBERAL ARTS MASONIC LODGE,2244 WESTWOOD BLVD,LOS ANGELES,90064,RELFA,900-1294B
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-1799D
900-0285A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-0285B
900-3674E,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-3674G
900-2591A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1434D
900-5414A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-5414C
900-2510A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2567B
900-1000A,FIRST AME CHURCH,2270 S HARVARD BLVD,LOS ANGELES,90018,CHUR1,900-2543A
900-1465C,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1465F
900-1984B,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-2104A
900-2097A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2097D
900-1716A,ARLINGTON HEIGHTS ELEM SCH,1717 007TH AVE,LOS ANGELES,90019,LAUSD,900-1716A
900-2954A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-1519B
900-2591A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-2591D
900-2451A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-1583A
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-1799E
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5310E
900-7230A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-7230B
900-2485A,TRUE GOSPEL BAPTIST CHURCH ,7723 S HOOVER ST,LOS ANGELES,90044,CHURC,900-2706B
900-2788A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2788B
900-2459A,ST CECILIA CATHOLIC CHURCH,4230 S NORMANDIE AVE,LOS ANGELES,90037,CHUR1,900-2459C
900-1291A,PALMS WESTMINSTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2857A
900-0288A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-0288F
751-0008A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0008E
900-0533A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0533G
767-0021A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0021D
900-2126B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2126D
900-1026C,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1026E
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0001D
900-2504A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2504B
