DBN,sch_type,location,enrollment,borough,principal,studentsurvey,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_10,com_p_10,eng_p_10,aca_p_10,saf_t_10,com_t_10,eng_t_10,aca_t_10,saf_s_10,com_s_10,eng_s_10,aca_s_10,saf_tot_10,com_tot_10,eng_tot_10,aca_tot_10,p_q2i,p_q7a,p_q7b,p_q7c,p_q7d,p_q8a,p_q8b,p_q8c,p_q8d,p_q8e,p_q8f,p_q2b,p_q2d,p_q2f,p_q2g,p_q2h,p_q3a,p_q3b,p_q4b,p_q4c,p_q11c,p_q2a,p_q2c,p_q2e,p_q3c,p_q6,p_q11d,p_q11e,p_q5,p_q4a,p_q4d,p_q4e,p_q11a,p_q11b,p_q11f,p_q1,p_q3d,p_q9,p_q10,p_q12aa,p_q12ab,p_q12ac,p_q12ad,p_q12ba,p_q12bb,p_q12bc,p_q12bd,p_q1_1,p_q1_2,p_q1_3,p_q1_4,p_q1_5,p_q1_6,p_q1_7,p_q1_8,p_q1_9,p_q1_10,p_q1_11,p_q1_12,p_q1_13,p_q1_14,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3a_5,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q3b_5,p_q3c_1,p_q3c_2,p_q3c_3,p_q3c_4,p_q3c_5,p_q3d_1,p_q3d_2,p_q3d_3,p_q3d_4,p_q3d_5,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4a_5,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4b_5,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4c_5,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q4d_5,p_q4e_1,p_q4e_2,p_q4e_3,p_q4e_4,p_q4e_5,p_q5a,p_q5b,p_q5c,p_q5d,p_q5e,p_q5f,p_q5g,p_q5h,p_q5i,p_q5j,p_q6_1,p_q6_2,p_q6_3,p_q6_4,p_q6_5,p_q7a_1,p_q7a_2,p_q7a_3,p_q7a_4,p_q7a_5,p_q7b_1,p_q7b_2,p_q7b_3,p_q7b_4,p_q7b_5,p_q7c_1,p_q7c_2,p_q7c_3,p_q7c_4,p_q7c_5,p_q7d_1,p_q7d_2,p_q7d_3,p_q7d_4,p_q7d_5,p_q8a_1,p_q8a_2,p_q8a_3,p_q8a_4,p_q8a_5,p_q8b_1,p_q8b_2,p_q8b_3,p_q8b_4,p_q8b_5,p_q8c_1,p_q8c_2,p_q8c_3,p_q8c_4,p_q8c_5,p_q8d_1,p_q8d_2,p_q8d_3,p_q8d_4,p_q8d_5,p_q8e_1,p_q8e_2,p_q8e_3,p_q8e_4,p_q8e_5,p_q8f_1,p_q8f_2,p_q8f_3,p_q8f_4,p_q8f_5,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q9_5,p_q9_6,p_q9_7,p_q9_8,p_q9_9,p_q9_10,p_q10a,p_q10b,p_q10c,p_q10d,p_q10e,p_q10f,p_q10g,p_q10h,p_q10i,p_q10j,p_q10k,p_q10l,p_q11a_1,p_q11a_2,p_q11a_3,p_q11a_4,p_q11b_1,p_q11b_2,p_q11b_3,p_q11b_4,p_q11c_1,p_q11c_2,p_q11c_3,p_q11c_4,p_q11d_1,p_q11d_2,p_q11d_3,p_q11d_4,p_q11e_1,p_q11e_2,p_q11e_3,p_q11e_4,p_q11f_1,p_q11f_2,p_q11f_3,p_q11f_4,p_q12aa_1,p_q12aa_2,p_q12aa_3,p_q12aa_4,p_q12aa_5,p_q12ab_1
06M189,Elementary School,P.S. 189,1030,MANHATTAN,Theresa Luger,No,,69,78,,57,670,,83,862,9.1,8.5,8.4,8.6,7.5,6.8,7.3,8,,,,,8.3,7.7,7.9,8.3,8.1,8.8,9,8.7,8.5,8.4,9.5,9.7,9.7,9.9,9.9,8.3,9,8.7,8.5,8.3,8.2,7.6,8.7,8.9,8.6,8.7,8.5,8.2,9,8.2,8.5,8.3,7.8,8.7,8.7,NA,9,8.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,17,14,16,17,17,0,0,0,0,0,0,0,63,35,1,1,0,53,43,2,1,0,57,41,1,1,0,71,28,1,0,0,39,41,1,0,19,65,33,1,1,0,56,37,1,1,4,55,38,5,1,1,46,44,3,1,5,55,26,14,4,1,47,30,9,8,7,56,28,9,5,2,41,30,21,5,2,54,42,2,1,2,55,42,1,1,0,62,35,2,1,0,58,34,3,1,3,NA,NA,NA,NA,NA,45,46,19,6,6,27,6,51,10,33,46,42,7,1,4,58,39,1,0,1,62,37,1,0,1,56,39,2,0,3,56,40,1,1,2,45,19,4,2,29,74,6,2,1,17,76,4,0,0,19,73,5,1,1,21,81,1,0,0,17,77,1,0,0,21,4,14,24,7,4,7,3,21,15,2,45,27,13,65,10,15,65,13,9,55,3,3,73,25,2,1,52,42,5,1,60,38,2,0,60,37,3,1,54,43,3,0,62,35,2,1,35,45,8,2,10,34
06M192,Elementary School,P.S. 192 Jacob H. Schiff,337,MANHATTAN,Elizabeth Pacheco,No,,63,70,,24,227,,38,323,9,8.5,8.3,8.6,7.2,6.6,6.6,7.3,,,,,8.1,7.6,7.4,8,8.1,8.8,8.9,8.5,8.4,8.1,9.2,9.8,9.7,9.9,10,8.4,8.9,8.7,8.7,8.4,8.3,7.6,8.9,8.9,8.6,8.7,8.4,8.2,8.6,7.9,8.4,8.4,7.6,8.6,8.7,NA,8.8,8.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,21,13,14,13,15,12,0,0,0,0,0,0,0,62,36,1,0,0,56,40,3,0,0,56,40,3,0,0,69,29,1,0,0,42,34,4,0,20,63,35,2,0,0,61,35,1,0,2,58,38,3,1,0,51,42,5,1,1,58,26,11,4,2,48,29,8,8,7,50,27,14,7,4,55,30,11,2,2,57,36,2,1,3,62,34,2,0,1,64,33,3,0,0,59,33,3,1,4,NA,NA,NA,NA,NA,26,57,11,9,13,36,9,53,18,13,46,37,8,3,5,62,33,3,1,1,61,37,2,1,1,54,38,5,1,2,50,40,1,1,8,45,18,6,4,27,69,11,1,2,17,78,2,0,1,19,77,4,1,1,18,80,2,0,0,19,74,0,1,0,25,1,13,35,8,7,9,3,15,8,0,55,19,5,58,6,14,56,16,7,56,4,2,70,26,4,0,54,41,4,1,60,38,2,0,56,39,3,1,56,41,3,1,64,32,3,1,33,40,9,2,16,31
06M210,Elementary / Middle School,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,424,NEW YORK,Evelyn Linares,Yes,100,100,75,149,38,269,149,38,358,9.1,8.4,8.3,8.4,7.9,6.8,7.4,7.8,7.5,6.5,7.7,8.1,8.2,7.2,7.8,8.1,8.2,8.9,9.2,8.5,8.7,8.4,9.1,9.6,9.5,9.8,9.8,8.3,9.1,8.6,8.5,8.4,7.5,8,8.5,8.7,8.2,8.6,8.5,8.1,8.6,7.9,8.1,8.2,8.6,8.5,8.5,NA,8.5,8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,11,13,10,8,10,10,14,0,0,0,0,62,34,3,0,0,56,38,5,1,0,57,40,3,0,0,73,26,0,0,0,40,40,3,0,17,63,31,5,0,0,58,37,1,1,3,58,34,7,0,0,54,37,5,2,2,46,27,16,6,6,51,31,7,9,2,49,30,10,6,6,46,28,18,5,3,50,45,2,1,2,51,43,4,0,1,55,39,4,0,1,54,39,3,1,3,NA,NA,NA,NA,NA,65,58,16,8,26,17,37,64,15,43,37,52,6,1,4,60,36,1,0,2,68,31,1,0,0,54,38,3,3,2,61,34,1,1,3,46,21,3,2,27,74,10,2,3,12,77,5,2,0,15,73,5,1,2,20,78,2,1,0,19,75,3,0,0,22,3,12,18,9,9,9,6,16,16,1,46,36,9,55,9,15,63,23,14,55,2,1,58,38,2,1,49,43,7,1,53,42,3,2,49,47,3,1,51,44,3,1,54,41,3,1,28,47,11,2,13,30
06M218,Middle School,I.S. 218 Salome Urena,363,MANHATTAN,June Barnett,Yes,78,29,56,276,12,190,354,41,339,9,8.5,8.4,8.4,5.8,4,4.6,5.5,6.8,6.4,7,7.5,7.2,6.3,6.7,7.1,8.4,8.7,8.9,8.5,8.6,8.2,9.1,9.6,9.4,9.9,9.8,8.5,9,8.8,8.6,8.4,8,8.2,8.8,8.7,8.4,8.6,8.5,8.6,8.8,8.5,8.4,8.4,7.3,8.6,8.6,NA,8.5,8.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,42,28,30,0,0,0,1,62,37,1,1,0,59,39,1,2,0,61,36,2,1,0,71,28,0,1,0,49,36,0,0,14,68,30,1,1,0,61,37,1,1,0,57,38,4,1,0,53,43,0,1,3,49,31,13,5,2,51,33,11,4,1,49,31,10,4,4,49,29,14,6,2,56,38,2,1,4,57,42,2,0,0,55,41,2,1,1,54,40,1,1,4,NA,NA,NA,NA,NA,45,10,8,6,9,19,18,51,30,41,51,43,2,2,3,59,37,0,3,1,60,37,1,0,1,54,38,2,2,4,58,38,0,1,3,43,20,6,2,29,78,4,2,5,11,77,2,2,2,17,69,7,1,1,21,75,2,1,0,22,66,2,1,1,31,4,22,13,5,5,10,2,18,22,0,56,23,8,35,7,12,65,17,3,44,2,4,59,40,1,1,49,46,4,1,58,39,1,2,56,40,4,1,56,41,4,0,55,42,2,1,35,51,6,1,7,35
06M223,Middle School,The Mott Hall School,370,MANHATTAN,Cynthia Arndt,Yes,99,92,92,366,24,331,368,26,359,8.9,7.9,8.2,8.6,7.8,5.3,6.4,7.4,7.5,6,7.2,8.2,8.1,6.4,7.3,8.1,7.9,8.8,8.3,8.4,8.5,8.4,9.1,9.4,9.2,9.9,9.9,8.2,8.7,8.2,8.5,6.9,6.2,7.5,8.7,8.3,7.8,8.4,8.2,8,8.7,7.4,7.7,7.8,9.2,9.3,8.9,NA,8.2,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,34,42,23,0,0,0,0,53,46,1,0,0,49,45,4,0,2,49,46,4,0,1,61,36,2,0,1,34,34,4,0,28,52,42,4,1,0,53,35,3,1,10,37,38,18,6,2,43,45,5,2,5,26,27,24,17,7,37,35,18,9,1,44,32,16,6,3,23,26,33,14,5,73,27,1,0,0,55,40,2,1,1,49,40,8,1,2,61,37,0,0,2,NA,NA,NA,NA,NA,63,22,31,17,36,64,43,73,21,55,38,43,13,5,2,55,41,1,0,2,49,42,6,0,3,52,40,4,1,3,55,40,0,0,5,50,25,6,1,18,71,15,2,2,10,78,9,2,1,10,69,11,2,2,16,85,2,0,0,12,84,2,0,0,14,5,13,26,11,5,5,3,24,6,2,46,44,22,59,27,21,66,22,15,61,5,2,50,46,3,1,46,48,7,0,41,51,7,0,42,49,8,2,44,48,7,1,56,42,2,1,26,46,11,4,13,27
06M278,Elementary / Middle School,Paula Hedbavny School,487,MANHATTAN,Maureen Guido,Yes,99,78,95,184,32,370,186,41,390,9,8,8.3,8.3,8.4,6.8,7.7,8.2,7.5,6.5,7.8,8.2,8.3,7.1,7.9,8.2,7.9,8.8,9,8.5,8.4,7.7,9.4,9.6,9.6,9.9,9.9,8,8.7,8.3,8.4,7.7,7.5,7.1,8.3,8.2,7.9,8.4,8.2,8,9.1,7.8,7.9,8,8.9,8.6,8.5,NA,8.4,7.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,8,11,10,11,11,12,14,12,0,0,0,0,55,42,2,1,0,46,49,4,1,0,49,45,4,0,1,61,37,1,0,1,35,40,3,1,21,51,46,3,0,0,52,39,2,0,7,42,46,11,1,0,43,48,5,1,4,40,35,14,6,5,39,33,12,7,9,53,31,10,4,2,30,33,24,11,2,51,44,2,1,2,46,46,6,1,2,42,50,5,1,2,49,45,2,1,3,NA,NA,NA,NA,NA,66,62,46,17,26,53,19,68,26,27,36,52,9,1,3,56,42,0,0,1,65,32,2,0,0,49,46,1,1,2,53,41,2,0,3,36,29,5,4,25,73,10,1,1,15,74,5,1,1,18,71,7,1,0,21,81,1,1,0,18,79,1,0,1,19,4,13,25,6,6,9,3,20,15,1,46,44,6,62,21,13,58,11,9,54,5,4,57,40,2,1,42,51,6,2,43,51,4,1,44,49,7,1,47,47,5,1,49,46,3,2,21,47,12,4,16,19
06M293,Middle / High School,City College Academy of the Arts,413,MANHATTAN,Bernadette Drysdale,Yes,98,23,85,398,8,322,408,35,378,9.4,8.8,8.8,8.9,8.3,6.2,7.1,7.7,7.6,6.4,7.1,8,8.4,7.1,7.7,8.2,8.8,9.1,9.1,9.1,8.9,9.2,9.6,9.8,9.7,9.9,9.8,8.8,9.1,9.1,8.8,8.8,8.5,8.4,9,9,8.6,8.9,8.8,8.8,9.2,8.8,8.6,8.5,8.6,9.2,9,8.8,8.9,8.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,21,17,22,19,21,0,0,70,28,1,0,0,67,29,2,2,0,67,29,3,1,1,75,24,0,1,0,56,28,1,0,15,73,25,1,0,0,65,30,1,0,3,66,29,2,0,2,64,31,1,1,2,61,24,10,3,2,63,20,10,4,3,62,25,6,5,2,60,22,12,5,1,70,30,0,0,1,65,32,2,0,0,64,34,1,1,1,65,33,1,0,1,60,34,1,0,5,53,40,32,16,31,21,33,66,35,61,59,37,2,1,1,68,31,1,0,1,65,34,0,0,0,67,30,1,0,2,66,32,1,0,1,69,12,3,0,15,85,7,2,1,6,87,3,1,0,9,80,5,1,0,14,85,1,0,0,14,79,3,1,0,17,3,8,11,7,7,5,4,41,12,2,80,39,12,62,14,27,81,63,30,67,7,8,69,29,2,0,63,35,2,0,63,33,2,1,61,36,2,0,58,39,2,1,66,32,1,0,25,52,8,2,13,30
06M311,Elementary / Middle School,Amistad Dual Language School,431,MANHATTAN,Miriam Pedraja,Yes,100,77,80,122,27,290,122,35,362,9.2,8.4,8.5,8.6,8.9,7.3,8.2,8.5,7.1,6.4,7.4,8,8.4,7.4,8,8.4,8.5,9,9.1,8.7,8.6,8.4,9.4,9.8,9.7,10,10,8.5,9.1,8.6,8.5,8.2,8.1,7.3,8.7,8.7,8.4,8.7,8.5,8.4,8.6,8.2,8.2,8.2,8.9,8.8,8.7,NA,8.8,8.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,13,12,11,10,12,12,8,11,0,0,0,0,62,37,0,1,0,57,41,2,0,0,58,39,2,0,0,74,26,0,0,0,43,36,1,0,20,61,37,1,0,0,53,37,1,0,9,54,38,7,0,1,55,41,2,0,2,49,31,16,3,1,40,31,16,10,3,39,34,18,7,2,38,24,28,9,1,56,40,1,0,2,53,44,1,0,1,57,39,3,0,1,57,38,3,0,3,NA,NA,NA,NA,NA,69,70,50,19,36,30,26,62,30,41,42,49,5,0,4,63,35,1,0,1,66,34,0,0,0,55,40,1,0,4,56,40,1,0,3,46,26,3,1,23,73,10,1,1,14,82,4,0,0,13,79,6,0,1,14,85,0,0,0,14,83,0,0,0,17,5,9,24,9,7,7,2,28,8,1,51,67,22,67,15,24,63,27,14,54,8,3,67,31,1,1,53,43,4,0,54,44,2,0,50,47,3,0,48,50,2,0,60,39,1,0,19,44,14,5,18,20
06M314,Elementary School,Muscota,265,MANHATTAN,Tomasz Grabski,No,,64,41,,14,92,,22,226,8.5,7.5,7.8,7.9,7.3,2.7,4.5,5.1,,,,,7.9,5.1,6.2,6.5,8,7.4,8,7.1,8,7.2,8.8,9.4,9.5,9.7,10,7,8.3,7.7,7.3,7,7.5,7.2,7.9,7.8,7,8.3,7.3,7.6,8.6,6.8,7.2,7.7,8.6,7.9,7.7,NA,8.4,7.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,20,19,13,22,12,0,0,0,0,0,0,0,58,33,9,0,0,42,38,7,13,0,43,41,10,7,0,53,42,2,1,1,31,41,2,3,22,49,36,7,6,2,32,38,6,6,19,43,33,13,10,1,47,42,8,0,3,43,32,12,9,4,36,37,11,9,7,42,31,19,8,1,31,31,23,12,2,48,37,4,5,5,49,39,4,8,0,49,34,9,6,2,42,40,6,6,7,NA,NA,NA,NA,NA,84,39,34,66,0,9,10,46,15,20,31,39,20,6,4,37,47,7,9,1,38,53,8,1,0,33,41,12,6,8,46,45,7,0,1,28,41,9,3,19,55,20,2,1,21,70,7,2,1,20,74,9,0,1,16,78,7,0,0,16,84,1,0,0,15,32,6,19,4,6,9,0,13,10,0,48,73,9,83,26,18,51,24,10,52,7,7,64,26,8,2,47,40,10,3,38,42,13,7,36,48,11,4,46,44,7,3,51,37,7,6,9,26,24,16,25,12
06M322,Middle School,Middle School 322,502,MANHATTAN,Erica Zigelman,Yes,97,89,74,470,40,339,487,45,457,8.9,8.3,8.1,8.4,7.1,5.8,6.7,7.1,6.9,5.9,6.8,7.5,7.6,6.7,7.2,7.7,8.2,8.6,8.5,8.5,8.4,8.1,9.2,9.6,9.3,9.7,9.6,8.2,8.7,8.5,8.5,8,7.4,7.9,8.7,8.7,8.1,8.5,8.3,8.1,8.5,8,7.9,8.1,7.2,8.7,8.5,NA,8.5,7.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,28,30,42,0,0,0,0,59,39,1,1,0,51,44,3,1,1,54,40,4,1,1,62,35,2,0,1,39,40,2,0,18,59,38,1,1,1,56,37,1,1,4,53,36,8,3,1,51,40,4,1,4,42,31,17,2,8,47,32,12,6,3,41,34,14,5,6,42,29,21,6,3,55,40,2,0,2,55,40,2,0,2,54,42,2,0,1,50,43,3,0,4,NA,NA,NA,NA,NA,32,12,8,15,13,8,18,49,21,33,44,43,8,2,2,53,41,4,0,1,53,41,4,1,1,50,43,3,1,2,53,42,0,1,3,44,23,4,4,25,74,12,2,2,10,77,5,2,0,16,65,11,2,1,21,72,4,1,1,23,61,4,1,0,34,7,11,17,4,8,10,4,16,22,0,67,21,6,36,5,11,60,17,6,46,2,4,59,38,2,1,42,53,4,1,50,43,5,1,46,48,5,1,48,49,2,1,51,47,1,1,32,44,7,2,15,32
06M324,Middle School,M.S. 324 - Patria Mirabal,430,MANHATTAN,Janet Heller,Yes,97,100,80,403,37,309,416,36,386,9.1,8.5,8.5,8.6,8.6,8.1,8.6,8.9,7.5,6.7,7.6,8.2,8.4,7.8,8.3,8.6,8.6,8.8,9,8.7,8.6,8.3,9.5,9.6,9.3,9.9,9.6,8.6,8.7,8.8,8.7,8.5,7.7,7.7,8.7,8.7,8.5,8.7,8.6,8.5,8.9,8.7,8.4,8.4,7.8,8.8,8.6,NA,8.6,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,1,0,30,29,35,0,1,1,0,64,33,1,1,0,61,36,3,0,0,61,38,1,1,0,65,33,2,0,0,52,34,2,0,11,65,33,1,0,0,63,31,2,1,3,60,35,4,0,0,57,36,2,0,4,46,29,15,7,3,43,32,15,7,3,47,32,12,7,1,51,28,12,10,0,60,35,1,1,4,54,42,1,0,3,54,43,2,0,1,55,39,1,1,4,NA,NA,NA,NA,NA,47,38,15,9,15,42,15,40,17,46,56,40,1,0,3,62,33,3,1,1,61,38,0,0,1,58,36,3,1,2,59,38,0,0,2,45,20,4,3,28,73,7,2,0,17,71,5,1,1,22,60,8,2,1,29,63,2,0,0,35,58,5,0,1,35,3,14,13,5,12,10,6,21,15,0,59,44,16,45,17,14,79,63,6,57,4,3,59,39,2,0,58,39,3,0,59,38,2,0,54,43,2,0,53,45,1,0,58,39,2,1,30,42,5,1,23,31
06M325,Elementary School,P.S. 325,384,MANHATTAN,Gary H. Cruz,No,,59,63,,24,202,,41,321,8.9,8.3,8.2,8.5,7.5,6.8,7.3,8,,,,,8.2,7.5,7.7,8.2,8,8.6,8.6,8.4,8.4,7.8,9.3,9.5,9.4,9.9,9.9,8.2,8.7,8.7,8.5,8.1,7.7,7.8,8.5,8.9,8,8.5,8.2,8,9,8.1,8.1,8.2,7.4,8.5,8.6,NA,8.8,8.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,18,21,16,18,16,1,0,2,0,0,0,0,58,40,0,2,1,54,41,3,2,1,50,43,5,1,1,63,36,1,1,0,33,38,3,1,26,62,35,2,1,1,56,39,1,1,3,51,40,6,2,2,44,45,4,1,6,48,28,15,3,6,50,29,8,7,5,59,25,7,6,4,48,24,16,8,4,52,39,3,1,5,54,39,4,1,2,63,34,1,2,1,56,37,4,1,2,NA,NA,NA,NA,NA,41,36,20,12,8,21,8,42,29,30,44,45,5,3,3,52,43,2,2,1,55,39,3,2,1,49,43,3,1,4,53,37,1,1,7,38,25,6,3,28,72,4,1,3,20,73,3,1,2,21,65,8,1,2,25,75,1,0,1,24,72,2,1,0,25,6,14,14,4,10,9,6,21,17,0,48,21,11,59,8,11,59,16,11,55,4,5,69,28,1,2,52,41,5,1,51,41,5,3,50,44,5,1,51,44,5,1,61,36,2,1,28,49,6,3,14,31
06M326,Middle School,M.S. 326 - Writers Today & Leaders Tomorrow,375,MANHATTAN,Sharon Weissbrot,Yes,93,87,97,343,34,342,369,39,354,9.8,9.8,9.7,9.8,6.1,5.4,6.7,7.2,6.9,6.5,7.7,8.2,7.6,7.3,8,8.4,9.9,9.7,9.7,9.8,9.7,9.7,9.8,9.9,10,10,10,9.9,9.9,9.8,9.9,9.9,9.7,9.7,9.9,9.9,9.8,9.9,9.9,9.9,10,9.7,9.8,9.9,8.4,9.9,9.9,NA,9.8,9.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,28,32,40,0,0,0,0,97,2,1,0,0,96,3,1,0,0,97,3,0,0,0,97,3,0,0,0,95,4,0,0,1,95,4,0,0,0,97,3,0,0,0,96,3,0,0,0,97,3,0,0,0,89,10,1,0,0,91,8,1,0,0,94,6,0,0,0,91,8,1,0,0,94,6,0,0,0,94,6,0,0,0,94,6,0,0,0,95,5,0,0,0,NA,NA,NA,NA,NA,52,4,0,0,1,66,3,93,6,94,92,7,0,1,0,92,7,1,1,0,92,7,1,0,0,93,6,0,0,0,93,6,1,0,0,91,5,0,1,3,93,3,1,1,3,96,1,0,0,3,97,0,0,0,3,97,0,0,0,3,95,1,0,0,4,1,1,2,3,27,0,3,43,20,0,55,2,1,29,1,10,63,77,1,16,0,0,97,2,0,1,96,2,0,1,97,2,0,1,97,2,0,1,98,2,0,1,97,2,0,1,34,26,1,18,22,33
06M328,Middle School,M.S. 328 - Manhattan Middle School for Scientific Inquiry,454,MANHATTAN,Jorge Estrella,Yes,90,90,76,402,36,317,449,40,415,8.6,8.3,8.2,8.3,6.6,7,7.3,7.7,6.2,6.2,6.6,7.4,7.2,7.2,7.4,7.8,8.2,8.3,7.8,8.1,8.1,7.7,9.2,9.5,9.1,9.5,9.2,8.2,8.7,8.5,8.4,8.1,7.6,7.9,8.5,8.4,8.2,8.4,8.2,8,8.4,8,8.2,8.1,7.9,8.4,8.5,NA,8.4,8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,33,33,33,0,0,0,0,54,43,1,1,0,51,44,3,1,0,50,45,3,1,1,63,37,0,0,0,39,47,4,0,11,56,42,2,0,0,53,44,1,0,1,51,41,7,1,0,49,45,3,0,3,42,36,12,6,5,43,37,13,4,3,41,33,15,5,6,43,31,17,6,3,48,46,3,1,2,48,48,3,0,1,50,42,5,1,1,52,42,3,2,1,NA,NA,NA,NA,NA,25,7,31,1,12,45,29,65,30,43,45,42,6,2,4,48,45,3,2,3,42,44,7,4,2,43,47,5,2,3,48,46,3,1,2,42,26,7,5,20,74,8,3,3,13,76,5,2,1,16,64,12,2,2,19,70,6,2,0,22,63,6,4,2,26,5,16,10,9,5,9,5,26,14,2,52,16,5,41,2,5,69,9,3,50,3,1,55,43,2,0,46,49,5,0,50,46,4,0,49,49,1,0,47,50,3,0,49,46,4,1,33,49,6,1,12,30
06M346,Middle / High School,Community Health Academy of the Heights,432,MANHATTAN,SANDRA MALDONADO,Yes,92,91,67,392,30,269,426,33,404,8.3,7.7,7.4,8,6,5.7,5.9,6.5,6.3,5.9,6.2,7.1,6.9,6.4,6.5,7.2,7.8,7.8,7.1,7.6,7.8,7,9,9.4,8.6,9.5,9.2,7.7,8.4,8,8.3,7.3,6.6,6.8,8.1,8.2,7.6,7.9,7.7,7.5,6.9,7.2,7.6,7.6,7.2,8.1,8.2,7.9,8.1,7.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,19,25,26,19,11,0,0,46,47,4,2,1,41,49,5,2,2,40,52,5,2,0,54,42,2,1,2,26,48,5,1,20,49,42,5,3,1,53,41,3,1,2,40,41,15,3,0,46,42,7,3,2,32,29,19,13,7,35,29,16,12,8,33,23,16,11,17,36,25,23,10,7,48,38,5,3,5,44,46,5,3,2,47,42,6,2,3,48,41,6,2,3,45,38,5,3,8,36,13,8,4,21,13,14,46,16,45,33,46,12,7,3,40,46,5,5,3,32,45,13,6,5,37,46,7,5,6,47,37,5,5,6,35,26,8,9,22,65,15,2,3,16,69,3,1,3,24,55,11,5,3,26,68,3,2,1,25,55,6,2,2,34,7,17,13,7,8,15,4,8,21,0,43,21,5,39,4,7,60,10,4,36,1,1,51,41,6,2,40,52,8,1,42,46,10,2,39,52,8,1,39,51,9,2,48,44,5,3,25,49,10,5,12,23
06M348,Middle / High School,Washington Heights Expeditionary Learning School,426,MANHATTAN,Brett Kimmel,Yes,97,85,84,412,28,317,423,33,379,8.7,8,7.7,8.3,8.7,7.4,7.7,8.3,7.5,6.6,7,8.1,8.3,7.4,7.5,8.2,8.1,8.5,8.3,8.2,8,8.1,9,9.4,8.8,9.6,9.4,8.1,8.7,8.6,8.5,7.5,6.6,6.8,8.7,8.5,8,8.6,8.4,7.7,7.6,7.4,7.9,7.8,6.6,8.9,8.6,7.5,8.4,8.1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,21,23,20,17,18,0,0,60,39,1,0,0,47,47,4,1,0,57,38,3,2,0,62,37,1,0,0,32,37,5,1,25,62,35,2,1,1,57,36,3,1,3,43,41,12,3,1,51,40,2,4,3,31,26,26,8,8,33,30,19,11,7,30,31,19,11,9,32,24,33,9,2,61,35,2,1,2,55,41,3,1,1,54,39,4,1,2,55,39,3,1,3,36,38,8,2,16,9,30,8,10,12,9,10,44,20,33,37,44,11,6,3,52,41,4,0,3,46,48,2,3,2,50,40,5,3,2,44,47,2,2,6,47,22,6,4,22,68,13,2,3,13,73,7,2,2,16,62,11,4,4,20,76,4,2,1,17,66,6,3,1,25,3,16,15,18,6,7,1,14,15,4,42,22,4,59,6,14,67,15,6,63,1,3,53,45,2,0,48,47,5,0,48,46,6,0,44,50,7,0,43,49,8,0,51,45,4,0,26,49,9,2,14,24
