all/school_esl.DBN,all/school_esl.Grade,all/school_esl.Year,all/school_esl.Category,all/school_esl.Number Tested,all/school_esl.Mean Scale Score,all/school_esl.Level 1 #,all/school_esl.Level 1 %,all/school_esl.Level 2 #,all/school_esl.Level 2 %,all/school_esl.Level 3 #,all/school_esl.Level 3 %,all/school_esl.Level 4 #,all/school_esl.Level 4 %,all/school_esl.Level 3+4 #,all/school_esl.Level 3+4 %
05M499,All Grades,2011,All Students,393,656.0,47.0,12.0,185.0,47.1,160.0,40.7,1.0,0.3,161.0,41.0
30Q076,4,2007,All Students,89,649.0,19.0,21.3,23.0,25.8,43.0,48.3,4.0,4.5,47.0,52.8
03M165,8,2011,All Students,43,649.0,3.0,7.0,30.0,69.8,10.0,23.3,0.0,0.0,10.0,23.3
01M142,3,2006,All Students,56,646.0,10.0,17.9,15.0,26.8,31.0,55.4,0.0,0.0,31.0,55.4
09X328,All Grades,2008,All Students,251,,33.0,13.1,163.0,64.9,55.0,21.9,0.0,0.0,55.0,21.9
01M363,3,2006,All Students,37,667.0,0.0,0.0,14.0,37.8,21.0,56.8,2.0,5.4,23.0,62.2
12X211,7,2007,All Students,89,631.0,14.0,15.7,50.0,56.2,25.0,28.1,0.0,0.0,25.0,28.1
02M442,4,2011,All Students,34,676.0,0.0,0.0,13.0,38.2,21.0,61.8,0.0,0.0,21.0,61.8
11X111,5,2010,All Students,92,659.0,19.0,20.7,48.0,52.2,22.0,23.9,3.0,3.3,25.0,27.2
28Q160,6,2011,All Students,89,659.0,9.0,10.1,42.0,47.2,37.0,41.6,1.0,1.1,38.0,42.7
24Q007,All Grades,2006,All Students,174,,7.0,4.0,28.0,16.1,128.0,73.6,11.0,6.3,139.0,79.9
06M128,5,2010,All Students,102,658.0,22.0,21.6,52.0,51.0,27.0,26.5,1.0,1.0,28.0,27.5
22K381,8,2008,All Students,99,655.0,0.0,0.0,40.0,40.4,59.0,59.6,0.0,0.0,59.0,59.6
04M007,6,2006,All Students,72,625.0,13.0,18.1,43.0,59.7,14.0,19.4,2.0,2.8,16.0,22.2
15K464,7,2010,All Students,23,649.0,5.0,21.7,14.0,60.9,4.0,17.4,0.0,0.0,4.0,17.4
09X063,3,2008,All Students,74,654.0,6.0,8.1,28.0,37.8,38.0,51.4,2.0,2.7,40.0,54.1
14K380,5,2011,All Students,74,677.0,0.0,0.0,16.0,21.6,52.0,70.3,6.0,8.1,58.0,78.4
26Q216,8,2011,All Students,384,662.0,11.0,2.9,132.0,34.4,236.0,61.5,5.0,1.3,241.0,62.8
15K029,4,2006,All Students,126,683.0,5.0,4.0,18.0,14.3,81.0,64.3,22.0,17.5,103.0,81.7
24Q093,8,2009,All Students,438,658.0,4.0,0.9,140.0,32.0,283.0,64.6,11.0,2.5,294.0,67.1
31R036,4,2010,All Students,146,672.0,10.0,6.8,58.0,39.7,72.0,49.3,6.0,4.1,78.0,53.4
75Q075,4,2009,All Students,29,604.0,13.0,44.8,12.0,41.4,4.0,13.8,0.0,0.0,4.0,13.8
19K013,3,2011,All Students,93,651.0,27.0,29.0,42.0,45.2,18.0,19.4,6.0,6.5,24.0,25.8
27Q100,5,2011,All Students,152,670.0,10.0,6.6,55.0,36.2,80.0,52.6,7.0,4.6,87.0,57.2
08X119,3,2007,All Students,129,649.0,25.0,19.4,42.0,32.6,59.0,45.7,3.0,2.3,62.0,48.1
10X254,6,2007,All Students,147,642.0,7.0,4.8,93.0,63.3,41.0,27.9,6.0,4.1,47.0,32.0
19K302,All Grades,2008,All Students,950,,82.0,8.6,578.0,60.8,288.0,30.3,2.0,0.2,290.0,30.5
27Q197,6,2011,All Students,64,657.0,9.0,14.1,30.0,46.9,25.0,39.1,0.0,0.0,25.0,39.1
24Q058,4,2009,All Students,133,679.0,1.0,0.8,14.0,10.5,108.0,81.2,10.0,7.5,118.0,88.7
21K226,All Grades,2011,All Students,449,660.0,50.0,11.1,212.0,47.2,175.0,39.0,12.0,2.7,187.0,41.6
09X241,All Grades,2006,All Students,155,,3.0,1.9,66.0,42.6,82.0,52.9,4.0,2.6,86.0,55.5
09X070,3,2007,All Students,283,636.0,69.0,24.4,113.0,39.9,98.0,34.6,3.0,1.1,101.0,35.7
21K690,7,2010,All Students,68,672.0,2.0,2.9,25.0,36.8,37.0,54.4,4.0,5.9,41.0,60.3
26Q216,6,2009,All Students,356,675.0,0.0,0.0,34.0,9.6,272.0,76.4,50.0,14.0,322.0,90.4
30Q076,3,2007,All Students,103,647.0,22.0,21.4,30.0,29.1,47.0,45.6,4.0,3.9,51.0,49.5
08X130,3,2009,All Students,93,649.0,5.0,5.4,40.0,43.0,47.0,50.5,1.0,1.1,48.0,51.6
29Q052,6,2009,All Students,71,663.0,0.0,0.0,13.0,18.3,54.0,76.1,4.0,5.6,58.0,81.7
20K104,3,2008,All Students,125,674.0,3.0,2.4,26.0,20.8,76.0,60.8,20.0,16.0,96.0,76.8
18K235,6,2007,All Students,78,703.0,0.0,0.0,2.0,2.6,44.0,56.4,32.0,41.0,76.0,97.4
05M469,7,2010,All Students,60,649.0,13.0,21.7,41.0,68.3,4.0,6.7,2.0,3.3,6.0,10.0
09X229,8,2006,All Students,109,622.0,28.0,25.7,59.0,54.1,21.0,19.3,1.0,0.9,22.0,20.2
15K136,All Grades,2010,All Students,432,,128.0,29.6,250.0,57.9,53.0,12.3,1.0,0.2,54.0,12.5
19K089,3,2011,All Students,29,650.0,10.0,34.5,9.0,31.0,10.0,34.5,0.0,0.0,10.0,34.5
14K023,5,2009,All Students,38,652.0,2.0,5.3,10.0,26.3,25.0,65.8,1.0,2.6,26.0,68.4
32K162,All Grades,2011,All Students,589,646.0,143.0,24.3,363.0,61.6,81.0,13.8,2.0,0.3,83.0,14.1
10X159,3,2010,All Students,21,662.0,2.0,9.5,10.0,47.6,6.0,28.6,3.0,14.3,9.0,42.9
23K184,4,2011,All Students,46,667.0,3.0,6.5,20.0,43.5,23.0,50.0,0.0,0.0,23.0,50.0
09X232,6,2006,All Students,184,623.0,39.0,21.2,98.0,53.3,45.0,24.5,2.0,1.1,47.0,25.5
31R034,8,2006,All Students,383,664.0,14.0,3.7,129.0,33.7,213.0,55.6,27.0,7.0,240.0,62.7
32K045,4,2006,All Students,119,652.0,14.0,11.8,41.0,34.5,61.0,51.3,3.0,2.5,64.0,53.8
17K353,All Grades,2009,All Students,167,,3.0,1.8,89.0,53.3,74.0,44.3,1.0,0.6,75.0,44.9
18K068,6,2007,All Students,316,642.0,15.0,4.7,204.0,64.6,94.0,29.7,3.0,0.9,97.0,30.7
31R039,3,2008,All Students,69,670.0,1.0,1.4,17.0,24.6,42.0,60.9,9.0,13.0,51.0,73.9
11X144,7,2009,All Students,359,655.0,1.0,0.3,133.0,37.0,219.0,61.0,6.0,1.7,225.0,62.7
06M008,4,2007,All Students,103,639.0,16.0,15.5,47.0,45.6,38.0,36.9,2.0,1.9,40.0,38.8
03M247,All Grades,2006,All Students,141,,13.0,9.2,90.0,63.8,37.0,26.2,1.0,0.7,38.0,27.0
20K164,4,2007,All Students,65,652.0,11.0,16.9,23.0,35.4,26.0,40.0,5.0,7.7,31.0,47.7
25Q163,5,2007,All Students,67,671.0,2.0,3.0,14.0,20.9,46.0,68.7,5.0,7.5,51.0,76.1
05M362,7,2010,All Students,94,691.0,0.0,0.0,13.0,13.8,57.0,60.6,24.0,25.5,81.0,86.2
27Q123,4,2008,All Students,94,641.0,15.0,16.0,39.0,41.5,40.0,42.6,0.0,0.0,40.0,42.6
30Q112,5,2008,All Students,90,653.0,1.0,1.1,34.0,37.8,54.0,60.0,1.0,1.1,55.0,61.1
10X003,4,2008,All Students,52,643.0,10.0,19.2,18.0,34.6,24.0,46.2,0.0,0.0,24.0,46.2
10X244,7,2008,All Students,284,648.0,6.0,2.1,149.0,52.5,129.0,45.4,0.0,0.0,129.0,45.4
24Q013,4,2007,All Students,204,661.0,17.0,8.3,62.0,30.4,110.0,53.9,15.0,7.4,125.0,61.3
12X267,7,2006,All Students,53,652.0,1.0,1.9,25.0,47.2,25.0,47.2,2.0,3.8,27.0,50.9
13K011,3,2007,All Students,73,663.0,4.0,5.5,15.0,20.5,52.0,71.2,2.0,2.7,54.0,74.0
14K132,3,2010,All Students,100,676.0,5.0,5.0,28.0,28.0,48.0,48.0,19.0,19.0,67.0,67.0
01M063,3,2007,All Students,32,653.0,3.0,9.4,11.0,34.4,16.0,50.0,2.0,6.3,18.0,56.3
02M217,4,2010,All Students,54,673.0,3.0,5.6,15.0,27.8,36.0,66.7,0.0,0.0,36.0,66.7
30Q212,All Grades,2007,All Students,358,,19.0,5.3,101.0,28.2,215.0,60.1,23.0,6.4,238.0,66.5
27Q047,All Grades,2009,All Students,151,,0.0,0.0,14.0,9.3,117.0,77.5,20.0,13.2,137.0,90.7
15K027,4,2006,All Students,48,634.0,10.0,20.8,23.0,47.9,15.0,31.3,0.0,0.0,15.0,31.3
25Q029,All Grades,2009,All Students,266,,1.0,0.4,41.0,15.4,208.0,78.2,16.0,6.0,224.0,84.2
13K046,5,2010,All Students,44,662.0,5.0,11.4,26.0,59.1,12.0,27.3,1.0,2.3,13.0,29.5
13K046,3,2009,All Students,50,641.0,9.0,18.0,22.0,44.0,19.0,38.0,0.0,0.0,19.0,38.0
12X267,All Grades,2009,All Students,173,,1.0,0.6,78.0,45.1,94.0,54.3,0.0,0.0,94.0,54.3
17K353,8,2010,All Students,57,643.0,11.0,19.3,33.0,57.9,13.0,22.8,0.0,0.0,13.0,22.8
25Q165,4,2010,All Students,98,683.0,4.0,4.1,34.0,34.7,43.0,43.9,17.0,17.3,60.0,61.2
31R026,3,2008,All Students,37,657.0,4.0,10.8,9.0,24.3,22.0,59.5,2.0,5.4,24.0,64.9
17K352,6,2009,All Students,123,650.0,1.0,0.8,50.0,40.7,72.0,58.5,0.0,0.0,72.0,58.5
26Q046,5,2009,All Students,77,699.0,0.0,0.0,8.0,10.4,46.0,59.7,23.0,29.9,69.0,89.6
30Q076,All Grades,2010,All Students,246,,42.0,17.1,108.0,43.9,86.0,35.0,10.0,4.1,96.0,39.0
02M655,8,2009,All Students,39,658.0,0.0,0.0,15.0,38.5,22.0,56.4,2.0,5.1,24.0,61.5
30Q126,8,2009,All Students,213,643.0,11.0,5.2,100.0,46.9,101.0,47.4,1.0,0.5,102.0,47.9
75X188,7,2008,All Students,35,623.0,8.0,22.9,19.0,54.3,8.0,22.9,0.0,0.0,8.0,22.9
21K121,All Grades,2009,All Students,127,,0.0,0.0,28.0,22.0,96.0,75.6,3.0,2.4,99.0,78.0
03M243,5,2007,All Students,53,684.0,0.0,0.0,6.0,11.3,43.0,81.1,4.0,7.5,47.0,88.7
02M150,All Grades,2008,All Students,70,,0.0,0.0,2.0,2.9,47.0,67.1,21.0,30.0,68.0,97.1
18K066,6,2009,All Students,77,661.0,0.0,0.0,15.0,19.5,61.0,79.2,1.0,1.3,62.0,80.5
12X067,3,2010,All Students,108,659.0,25.0,23.1,43.0,39.8,25.0,23.1,15.0,13.9,40.0,37.0
75X188,5,2011,All Students,7,637.0,4.0,57.1,3.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0
30Q069,3,2006,All Students,151,690.0,0.0,0.0,15.0,9.9,110.0,72.8,26.0,17.2,136.0,90.1
22K134,All Grades,2011,All Students,198,678.0,7.0,3.5,45.0,22.7,129.0,65.2,17.0,8.6,146.0,73.7
29Q192,8,2007,All Students,286,643.0,11.0,3.8,168.0,58.7,105.0,36.7,2.0,0.7,107.0,37.4
32K383,5,2007,All Students,151,678.0,0.0,0.0,16.0,10.6,128.0,84.8,7.0,4.6,135.0,89.4
02M042,All Grades,2010,All Students,340,,29.0,8.5,92.0,27.1,154.0,45.3,65.0,19.1,219.0,64.4
15K124,3,2009,All Students,34,669.0,0.0,0.0,7.0,20.6,25.0,73.5,2.0,5.9,27.0,79.4
06M189,5,2007,All Students,206,636.0,41.0,19.9,89.0,43.2,75.0,36.4,1.0,0.5,76.0,36.9
03M241,4,2006,All Students,46,628.0,10.0,21.7,28.0,60.9,8.0,17.4,0.0,0.0,8.0,17.4
05M200,4,2010,All Students,81,659.0,12.0,14.8,39.0,48.1,30.0,37.0,0.0,0.0,30.0,37.0
04M045,6,2007,All Students,139,628.0,13.0,9.4,103.0,74.1,23.0,16.5,0.0,0.0,23.0,16.5
04M007,4,2011,All Students,38,670.0,1.0,2.6,17.0,44.7,20.0,52.6,0.0,0.0,20.0,52.6
26Q041,All Grades,2011,All Students,230,686.0,2.0,0.9,15.0,6.5,176.0,76.5,37.0,16.1,213.0,92.6
27Q197,6,2010,All Students,57,652.0,13.0,22.8,29.0,50.9,15.0,26.3,0.0,0.0,15.0,26.3
09X145,7,2010,All Students,115,648.0,37.0,32.2,56.0,48.7,21.0,18.3,1.0,0.9,22.0,19.1
23K184,4,2008,All Students,60,647.0,6.0,10.0,27.0,45.0,27.0,45.0,0.0,0.0,27.0,45.0
17K061,8,2008,All Students,279,647.0,13.0,4.7,146.0,52.3,118.0,42.3,2.0,0.7,120.0,43.0
13K103,7,2008,All Students,82,648.0,1.0,1.2,42.0,51.2,39.0,47.6,0.0,0.0,39.0,47.6
14K017,All Grades,2007,All Students,189,,18.0,9.5,61.0,32.3,106.0,56.1,4.0,2.1,110.0,58.2
05M670,8,2006,All Students,87,646.0,2.0,2.3,51.0,58.6,33.0,37.9,1.0,1.1,34.0,39.1
04M610,7,2009,All Students,50,663.0,0.0,0.0,5.0,10.0,44.0,88.0,1.0,2.0,45.0,90.0
16K308,6,2008,All Students,108,650.0,5.0,4.6,44.0,40.7,57.0,52.8,2.0,1.9,59.0,54.6
10X033,4,2009,All Students,144,652.0,13.0,9.0,61.0,42.4,64.0,44.4,6.0,4.2,70.0,48.6
24Q016,3,2006,All Students,163,668.0,4.0,2.5,37.0,22.7,119.0,73.0,3.0,1.8,122.0,74.8
28Q121,6,2009,All Students,118,675.0,0.0,0.0,8.0,6.8,93.0,78.8,17.0,14.4,110.0,93.2
28Q161,All Grades,2010,All Students,446,,20.0,4.5,151.0,33.9,240.0,53.8,35.0,7.8,275.0,61.7
11X019,3,2006,All Students,43,679.0,1.0,2.3,7.0,16.3,30.0,69.8,5.0,11.6,35.0,81.4
75X017,5,2006,All Students,23,570.0,17.0,73.9,6.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0
15K146,4,2010,All Students,75,679.0,1.0,1.3,25.0,33.3,45.0,60.0,4.0,5.3,49.0,65.3
75Q993,All Grades,2009,All Students,21,,3.0,14.3,10.0,47.6,8.0,38.1,0.0,0.0,8.0,38.1
75K140,All Grades,2008,All Students,181,,75.0,41.4,82.0,45.3,24.0,13.3,0.0,0.0,24.0,13.3
09X064,3,2011,All Students,131,648.0,44.0,33.6,59.0,45.0,28.0,21.4,0.0,0.0,28.0,21.4
75X352,7,2009,All Students,20,626.0,2.0,10.0,14.0,70.0,4.0,20.0,0.0,0.0,4.0,20.0
12X691,3,2009,All Students,25,668.0,1.0,4.0,4.0,16.0,18.0,72.0,2.0,8.0,20.0,80.0
22K195,5,2006,All Students,70,684.0,0.0,0.0,5.0,7.1,47.0,67.1,18.0,25.7,65.0,92.9
75K396,3,2009,All Students,1,,,,,,,,,,,
08X140,4,2009,All Students,86,651.0,7.0,8.1,27.0,31.4,51.0,59.3,1.0,1.2,52.0,60.5
23K073,4,2010,All Students,47,649.0,12.0,25.5,27.0,57.4,8.0,17.0,0.0,0.0,8.0,17.0
10X046,All Grades,2006,All Students,413,,47.0,11.4,171.0,41.4,177.0,42.9,18.0,4.4,195.0,47.2
09X230,4,2011,All Students,68,651.0,17.0,25.0,32.0,47.1,19.0,27.9,0.0,0.0,19.0,27.9
20K223,7,2007,All Students,195,636.0,23.0,11.8,98.0,50.3,72.0,36.9,2.0,1.0,74.0,37.9
28Q040,6,2008,All Students,64,655.0,2.0,3.1,31.0,48.4,29.0,45.3,2.0,3.1,31.0,48.4
13K596,All Grades,2010,All Students,173,,44.0,25.4,102.0,59.0,26.0,15.0,1.0,0.6,27.0,15.6
22K014,7,2010,All Students,198,652.0,41.0,20.7,104.0,52.5,50.0,25.3,3.0,1.5,53.0,26.8
08X138,5,2011,All Students,161,660.0,31.0,19.3,77.0,47.8,50.0,31.1,3.0,1.9,53.0,32.9
10X368,8,2009,All Students,162,648.0,5.0,3.1,76.0,46.9,80.0,49.4,1.0,0.6,81.0,50.0
22K203,All Grades,2011,All Students,479,663.0,51.0,10.6,221.0,46.1,200.0,41.8,7.0,1.5,207.0,43.2
12X198,All Grades,2009,All Students,184,,13.0,7.1,67.0,36.4,103.0,56.0,1.0,0.5,104.0,56.5
19K346,3,2011,All Students,116,659.0,13.0,11.2,54.0,46.6,49.0,42.2,0.0,0.0,49.0,42.2
25Q029,6,2006,All Students,79,664.0,0.0,0.0,27.0,34.2,45.0,57.0,7.0,8.9,52.0,65.8
30Q092,3,2011,All Students,143,658.0,12.0,8.4,76.0,53.1,55.0,38.5,0.0,0.0,55.0,38.5
17K241,3,2006,All Students,98,651.0,16.0,16.3,31.0,31.6,49.0,50.0,2.0,2.0,51.0,52.0
22K222,3,2009,All Students,138,685.0,4.0,2.9,10.0,7.2,96.0,69.6,28.0,20.3,124.0,89.9
13K282,6,2011,All Students,88,662.0,6.0,6.8,40.0,45.5,39.0,44.3,3.0,3.4,42.0,47.7
14K126,All Grades,2011,All Students,299,642.0,92.0,30.8,176.0,58.9,31.0,10.4,0.0,0.0,31.0,10.4
06M132,3,2006,All Students,83,656.0,6.0,7.2,26.0,31.3,51.0,61.4,0.0,0.0,51.0,61.4
26Q266,6,2010,All Students,86,675.0,1.0,1.2,19.0,22.1,55.0,64.0,11.0,12.8,66.0,76.7
04M372,All Grades,2010,All Students,152,,34.0,22.4,96.0,63.2,22.0,14.5,0.0,0.0,22.0,14.5
15K027,8,2010,All Students,40,642.0,7.0,17.5,25.0,62.5,8.0,20.0,0.0,0.0,8.0,20.0
75R025,6,2008,All Students,44,613.0,12.0,27.3,24.0,54.5,8.0,18.2,0.0,0.0,8.0,18.2
32K376,3,2008,All Students,93,666.0,3.0,3.2,33.0,35.5,44.0,47.3,13.0,14.0,57.0,61.3
27Q096,All Grades,2010,All Students,147,,15.0,10.2,53.0,36.1,68.0,46.3,11.0,7.5,79.0,53.7
12X047,All Grades,2008,All Students,546,,32.0,5.9,197.0,36.1,308.0,56.4,9.0,1.6,317.0,58.1
04M182,All Grades,2006,All Students,280,,4.0,1.4,69.0,24.6,172.0,61.4,35.0,12.5,207.0,73.9
13K313,All Grades,2009,All Students,246,,3.0,1.2,105.0,42.7,135.0,54.9,3.0,1.2,138.0,56.1
75K004,All Grades,2007,All Students,64,,37.0,57.8,20.0,31.3,7.0,10.9,0.0,0.0,7.0,10.9
75Q023,5,2010,All Students,18,629.0,15.0,83.3,3.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0
22K236,4,2009,All Students,91,702.0,2.0,2.2,7.0,7.7,47.0,51.6,35.0,38.5,82.0,90.1
29Q268,6,2008,All Students,63,657.0,0.0,0.0,22.0,34.9,41.0,65.1,0.0,0.0,41.0,65.1
26Q133,5,2006,All Students,68,675.0,2.0,2.9,7.0,10.3,47.0,69.1,12.0,17.6,59.0,86.8
14K059,All Grades,2010,All Students,196,,57.0,29.1,113.0,57.7,25.0,12.8,1.0,0.5,26.0,13.3
25Q165,5,2007,All Students,106,674.0,5.0,4.7,31.0,29.2,56.0,52.8,14.0,13.2,70.0,66.0
09X128,8,2008,All Students,83,662.0,0.0,0.0,28.0,33.7,52.0,62.7,3.0,3.6,55.0,66.3
25Q237,7,2006,All Students,365,651.0,24.0,6.6,146.0,40.0,172.0,47.1,23.0,6.3,195.0,53.4
09X058,5,2010,All Students,70,658.0,19.0,27.1,33.0,47.1,15.0,21.4,3.0,4.3,18.0,25.7
28Q040,3,2007,All Students,70,638.0,13.0,18.6,31.0,44.3,25.0,35.7,1.0,1.4,26.0,37.1
17K181,All Grades,2006,All Students,716,,77.0,10.8,326.0,45.5,297.0,41.5,16.0,2.2,313.0,43.7
29Q259,All Grades,2011,All Students,255,656.0,24.0,9.4,141.0,55.3,86.0,33.7,4.0,1.6,90.0,35.3
12X212,All Grades,2010,All Students,238,,48.0,20.2,139.0,58.4,51.0,21.4,0.0,0.0,51.0,21.4
02M114,6,2008,All Students,121,684.0,0.0,0.0,2.0,1.7,103.0,85.1,16.0,13.2,119.0,98.3
19K224,6,2008,All Students,112,640.0,3.0,2.7,80.0,71.4,29.0,25.9,0.0,0.0,29.0,25.9
19K346,4,2011,All Students,129,670.0,12.0,9.3,50.0,38.8,63.0,48.8,4.0,3.1,67.0,51.9
05M317,6,2007,All Students,48,650.0,0.0,0.0,30.0,62.5,17.0,35.4,1.0,2.1,18.0,37.5
10X390,6,2006,All Students,135,640.0,16.0,11.9,62.0,45.9,55.0,40.7,2.0,1.5,57.0,42.2
08X100,All Grades,2008,All Students,369,,17.0,4.6,114.0,30.9,224.0,60.7,14.0,3.8,238.0,64.5
29Q268,5,2006,All Students,68,656.0,1.0,1.5,21.0,30.9,41.0,60.3,5.0,7.4,46.0,67.6
08X138,4,2011,All Students,146,669.0,17.0,11.6,59.0,40.4,64.0,43.8,6.0,4.1,70.0,47.9
04M206,5,2011,All Students,61,664.0,7.0,11.5,29.0,47.5,24.0,39.3,1.0,1.6,25.0,41.0
12X691,5,2009,All Students,13,665.0,0.0,0.0,1.0,7.7,12.0,92.3,0.0,0.0,12.0,92.3
14K147,3,2011,All Students,23,659.0,2.0,8.7,11.0,47.8,10.0,43.5,0.0,0.0,10.0,43.5
15K261,4,2011,All Students,122,681.0,7.0,5.7,29.0,23.8,80.0,65.6,6.0,4.9,86.0,70.5
10X306,5,2009,All Students,120,657.0,1.0,0.8,43.0,35.8,74.0,61.7,2.0,1.7,76.0,63.3
19K171,6,2009,All Students,214,659.0,0.0,0.0,60.0,28.0,145.0,67.8,9.0,4.2,154.0,72.0
03M180,8,2011,All Students,27,651.0,1.0,3.7,19.0,70.4,7.0,25.9,0.0,0.0,7.0,25.9
18K219,4,2007,All Students,115,650.0,11.0,9.6,44.0,38.3,58.0,50.4,2.0,1.7,60.0,52.2
15K462,6,2010,All Students,26,647.0,11.0,42.3,13.0,50.0,2.0,7.7,0.0,0.0,2.0,7.7
15K429,8,2010,All Students,48,644.0,5.0,10.4,34.0,70.8,9.0,18.8,0.0,0.0,9.0,18.8
05M123,6,2010,All Students,64,654.0,9.0,14.1,37.0,57.8,18.0,28.1,0.0,0.0,18.0,28.1
75Q177,3,2010,All Students,1,,,,,,,,,,,
32K299,All Grades,2007,All Students,252,,30.0,11.9,123.0,48.8,96.0,38.1,3.0,1.2,99.0,39.3
08X101,All Grades,2009,All Students,482,,0.0,0.0,35.0,7.3,380.0,78.8,67.0,13.9,447.0,92.7
13K008,All Grades,2010,All Students,201,,9.0,4.5,54.0,26.9,86.0,42.8,52.0,25.9,138.0,68.7
75K369,3,2011,All Students,31,613.0,18.0,58.1,11.0,35.5,2.0,6.5,0.0,0.0,2.0,6.5
31R044,3,2011,All Students,139,652.0,33.0,23.7,72.0,51.8,33.0,23.7,1.0,0.7,34.0,24.5
09X413,6,2006,All Students,31,650.0,1.0,3.2,12.0,38.7,18.0,58.1,0.0,0.0,18.0,58.1
08X371,7,2011,All Students,95,658.0,15.0,15.8,45.0,47.4,35.0,36.8,0.0,0.0,35.0,36.8
07X277,All Grades,2006,All Students,215,,48.0,22.3,96.0,44.7,66.0,30.7,5.0,2.3,71.0,33.0
13K044,4,2010,All Students,83,670.0,9.0,10.8,31.0,37.3,35.0,42.2,8.0,9.6,43.0,51.8
03M247,6,2008,All Students,65,640.0,2.0,3.1,50.0,76.9,13.0,20.0,0.0,0.0,13.0,20.0
13K307,3,2010,All Students,44,648.0,17.0,38.6,20.0,45.5,7.0,15.9,0.0,0.0,7.0,15.9
17K002,7,2009,All Students,133,649.0,5.0,3.8,56.0,42.1,72.0,54.1,0.0,0.0,72.0,54.1
75Q177,6,2006,All Students,2,,,,,,,,,,,
11X105,All Grades,2008,All Students,679,,40.0,5.9,224.0,33.0,388.0,57.1,27.0,4.0,415.0,61.1
05M129,4,2006,All Students,61,644.0,11.0,18.0,23.0,37.7,26.0,42.6,1.0,1.6,27.0,44.3
09X218,7,2006,All Students,95,659.0,2.0,2.1,38.0,40.0,45.0,47.4,10.0,10.5,55.0,57.9
06M189,3,2010,All Students,171,654.0,48.0,28.1,76.0,44.4,34.0,19.9,13.0,7.6,47.0,27.5
01M450,8,2007,All Students,86,639.0,5.0,5.8,51.0,59.3,30.0,34.9,0.0,0.0,30.0,34.9
06M052,All Grades,2007,All Students,1059,,164.0,15.5,485.0,45.8,394.0,37.2,16.0,1.5,410.0,38.7
11X103,5,2008,All Students,164,651.0,2.0,1.2,74.0,45.1,88.0,53.7,0.0,0.0,88.0,53.7
24Q143,All Grades,2011,All Students,708,663.0,87.0,12.3,307.0,43.4,306.0,43.2,8.0,1.1,314.0,44.4
14K017,5,2010,All Students,50,676.0,4.0,8.0,21.0,42.0,18.0,36.0,7.0,14.0,25.0,50.0
16K021,All Grades,2011,All Students,324,675.0,14.0,4.3,88.0,27.2,208.0,64.2,14.0,4.3,222.0,68.5
02M041,5,2010,All Students,111,697.0,1.0,0.9,12.0,10.8,66.0,59.5,32.0,28.8,98.0,88.3
09X145,6,2011,All Students,124,645.0,49.0,39.5,59.0,47.6,16.0,12.9,0.0,0.0,16.0,12.9
14K110,4,2010,All Students,49,678.0,0.0,0.0,16.0,32.7,29.0,59.2,4.0,8.2,33.0,67.3
21K228,All Grades,2009,All Students,865,,14.0,1.6,229.0,26.5,587.0,67.9,35.0,4.0,622.0,71.9
17K191,3,2006,All Students,54,659.0,4.0,7.4,21.0,38.9,26.0,48.1,3.0,5.6,29.0,53.7
21K153,5,2008,All Students,98,663.0,2.0,2.0,23.0,23.5,68.0,69.4,5.0,5.1,73.0,74.5
28Q080,3,2009,All Students,99,666.0,4.0,4.0,11.0,11.1,82.0,82.8,2.0,2.0,84.0,84.8
03M258,7,2011,All Students,69,659.0,1.0,1.4,46.0,66.7,22.0,31.9,0.0,0.0,22.0,31.9
18K276,4,2006,All Students,182,661.0,19.0,10.4,41.0,22.5,110.0,60.4,12.0,6.6,122.0,67.0
20K112,All Grades,2006,All Students,201,,1.0,0.5,41.0,20.4,135.0,67.2,24.0,11.9,159.0,79.1
23K332,3,2008,All Students,51,637.0,9.0,17.6,27.0,52.9,14.0,27.5,1.0,2.0,15.0,29.4
09X053,5,2009,All Students,201,659.0,2.0,1.0,71.0,35.3,123.0,61.2,5.0,2.5,128.0,63.7
31R032,3,2010,All Students,122,667.0,17.0,13.9,32.0,26.2,59.0,48.4,14.0,11.5,73.0,59.8
31R031,4,2009,All Students,92,659.0,3.0,3.3,34.0,37.0,53.0,57.6,2.0,2.2,55.0,59.8
05M197,All Grades,2006,All Students,354,,45.0,12.7,156.0,44.1,147.0,41.5,6.0,1.7,153.0,43.2
13K009,3,2011,All Students,65,672.0,3.0,4.6,19.0,29.2,35.0,53.8,8.0,12.3,43.0,66.2
75M094,3,2010,All Students,13,613.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27Q123,5,2011,All Students,93,661.0,12.0,12.9,44.0,47.3,37.0,39.8,0.0,0.0,37.0,39.8
75X188,All Grades,2011,All Students,117,625.0,79.0,67.5,34.0,29.1,4.0,3.4,0.0,0.0,4.0,3.4
31R069,5,2011,All Students,132,670.0,4.0,3.0,57.0,43.2,64.0,48.5,7.0,5.3,71.0,53.8
21K225,3,2011,All Students,86,662.0,8.0,9.3,36.0,41.9,40.0,46.5,2.0,2.3,42.0,48.8
